,Squadra,Risultato
0,Spezia,V
1,Parma,P
2,Udinese,P
3,Inter,V
4,Juventus,V
5,Verona,P
6,Sampdoria,P
7,Roma,V
8,Fiorentina,P
9,Benevento,P
10,Crotone,P
11,Milan,V
12,Torino,V
13,Cagliari,P
14,Genoa,P
15,Lazio,V
16,Napoli,V
17,Bologna,P
18,Atalanta,V
19,Sassuolo,V
