,Squadra,Risultato
0,Crotone,P
1,Sampdoria,V
2,Sassuolo,V
3,Cagliari,V
4,Milan,V
5,Lazio,V
6,Atalanta,V
7,Bologna,V
8,Torino,V
9,Napoli,N
10,Udinese,V
11,Verona,P
12,Fiorentina,P
13,Parma,P
14,Genoa,P
15,Benevento,P
16,Juventus,P
17,Spezia,P
18,Roma,P
19,Inter,N
