,Squadra,Risultato
0,Sassuolo,N
1,Atalanta,P
2,Genoa,P
3,Lazio,V
4,Cagliari,V
5,Benevento,P
6,Parma,N
7,Fiorentina,V
8,Juventus,N
9,Milan,N
10,Torino,N
11,Sampdoria,V
12,Inter,V
13,Bologna,P
14,Crotone,P
15,Napoli,V
16,Spezia,N
17,Udinese,P
18,Verona,N
19,Roma,N
