,Squadra,Risultato
0,Torino,N
1,Bologna,P
2,Sampdoria,P
3,Inter,V
4,Spezia,P
5,Crotone,P
6,Atalanta,P
7,Cagliari,N
8,Napoli,V
9,Roma,V
10,Fiorentina,N
11,Milan,V
12,Juventus,V
13,Benevento,P
14,Udinese,V
15,Genoa,V
16,Lazio,V
17,Sassuolo,N
18,Parma,P
19,Verona,P
