,Squadra,Risultato
0,Crotone,V
1,Juventus,P
2,Verona,P
3,Bologna,N
4,Milan,V
5,Napoli,N
6,Roma,V
7,Sampdoria,P
8,Spezia,P
9,Udinese,P
10,Parma,P
11,Fiorentina,V
12,Inter,V
13,Atalanta,N
14,Lazio,P
15,Torino,N
16,Cagliari,P
17,Sassuolo,V
18,Genoa,V
19,Benevento,V
