,Squadra,Risultato
0,Fiorentina,N
1,Sampdoria,V
2,Parma,P
3,Torino,N
4,Benevento,V
5,Cagliari,N
6,Inter,V
7,Sassuolo,P
8,Atalanta,V
9,Lazio,V
10,Verona,N
11,Crotone,P
12,Juventus,V
13,Bologna,N
14,Genoa,P
15,Udinese,N
16,Spezia,P
17,Milan,V
18,Roma,P
19,Napoli,P
