,Squadra,Risultato
0,Cagliari,P
1,Atalanta,V
2,Bologna,N
3,Crotone,P
4,Lazio,V
5,Sampdoria,V
6,Sassuolo,V
7,Torino,N
8,Napoli,P
9,Milan,P
10,Benevento,V
11,Parma,P
12,Udinese,N
13,Roma,V
14,Fiorentina,P
15,Inter,P
16,Genoa,P
17,Verona,N
18,Spezia,V
19,Juventus,V
