,Squadra,Risultato
0,Crotone,N
1,Cagliari,P
2,Sampdoria,V
3,Inter,V
4,Torino,N
5,Bologna,P
6,Sassuolo,V
7,Atalanta,P
8,Spezia,N
9,Napoli,N
10,Fiorentina,N
11,Genoa,V
12,Parma,P
13,Udinese,P
14,Benevento,N
15,Juventus,V
16,Lazio,P
17,Milan,V
18,Roma,N
19,Verona,N
