,Squadra,Risultato
0,Napoli,V
1,Inter,P
2,Sampdoria,V
3,Crotone,N
4,Bologna,P
5,Spezia,N
6,Torino,P
7,Udinese,V
8,Roma,V
9,Verona,N
10,Atalanta,P
11,Milan,V
12,Lazio,P
13,Juventus,N
14,Sassuolo,V
15,Fiorentina,N
16,Cagliari,V
17,Parma,P
18,Benevento,P
19,Genoa,N
