,Squadra,Risultato
0,Bologna,N
1,Torino,N
2,Napoli,V
3,Spezia,V
4,Roma,V
5,Cagliari,P
6,Sampdoria,V
7,Crotone,P
8,Inter,V
9,Verona,V
10,Benevento,N
11,Genoa,N
12,Juventus,P
13,Milan,P
14,Udinese,P
15,Atalanta,V
16,Fiorentina,P
17,Sassuolo,V
18,Lazio,P
19,Parma,P
