,Squadra,Risultato
0,Sassuolo,V
1,Crotone,V
2,Torino,P
3,Lazio,P
4,Cagliari,P
5,Atalanta,V
6,Bologna,P
7,Napoli,V
8,Genoa,P
9,Milan,N
10,Benevento,P
11,Spezia,P
12,Udinese,V
13,Verona,V
14,Inter,V
15,Fiorentina,P
16,Roma,V
17,Sampdoria,P
18,Juventus,V
19,Parma,N
