,Squadra,Risultato
0,Spezia,N
1,Bologna,V
2,Verona,N
3,Sampdoria,P
4,Crotone,P
5,Udinese,V
6,Inter,V
7,Napoli,V
8,Roma,P
9,Torino,V
10,Parma,N
11,Lazio,P
12,Juventus,N
13,Atalanta,V
14,Cagliari,V
15,Fiorentina,P
16,Genoa,P
17,Benevento,P
18,Milan,V
19,Sassuolo,P
