,Squadra,Risultato
0,Fiorentina,V
1,Verona,V
2,Parma,P
3,Genoa,V
4,Sassuolo,N
5,Juventus,V
6,Milan,V
7,Benevento,P
8,Udinese,P
9,Lazio,P
10,Torino,P
11,Roma,P
12,Napoli,V
13,Crotone,P
14,Cagliari,N
15,Sampdoria,P
16,Bologna,P
17,Inter,V
18,Spezia,V
19,Atalanta,V
