,Squadra,Risultato
0,Udinese,N
1,Benevento,N
2,Juventus,N
3,Fiorentina,N
4,Genoa,N
5,Inter,V
6,Parma,N
7,Spezia,N
8,Verona,P
9,Roma,V
10,Crotone,N
11,Lazio,N
12,Atalanta,N
13,Sassuolo,N
14,Milan,N
15,Napoli,P
16,Cagliari,N
17,Bologna,N
18,Sampdoria,V
19,Torino,P
