,Squadra,Risultato
0,Fiorentina,V
1,Cagliari,P
2,Lazio,V
3,Genoa,N
4,Sassuolo,N
5,Parma,N
6,Milan,P
7,Atalanta,V
8,Benevento,N
9,Juventus,V
10,Spezia,P
11,Torino,V
12,Sampdoria,P
13,Verona,N
14,Bologna,N
15,Udinese,N
16,Inter,V
17,Napoli,P
18,Roma,N
19,Crotone,P
