,Squadra,Risultato
0,Spezia,N
1,Udinese,V
2,Juventus,V
3,Roma,V
4,Verona,P
5,Fiorentina,N
6,Crotone,V
7,Sampdoria,N
8,Napoli,V
9,Inter,V
10,Benevento,N
11,Sassuolo,P
12,Lazio,P
13,Genoa,P
14,Milan,V
15,Parma,N
16,Torino,P
17,Cagliari,N
18,Bologna,P
19,Atalanta,P
