,Squadra,Risultato
0,Sassuolo,N
1,Cagliari,V
2,Benevento,P
3,Parma,N
4,Lazio,N
5,Atalanta,N
6,Genoa,P
7,Torino,N
8,Bologna,P
9,Milan,N
10,Udinese,N
11,Sampdoria,P
12,Spezia,V
13,Fiorentina,N
14,Juventus,N
15,Inter,N
16,Roma,V
17,Crotone,N
18,Napoli,V
19,Verona,N
