,Squadra,Risultato
0,Genoa,V
1,Parma,P
2,Sassuolo,V
3,Benevento,P
4,Fiorentina,N
5,Inter,V
6,Cagliari,V
7,Atalanta,V
8,Torino,P
9,Lazio,V
10,Spezia,P
11,Crotone,V
12,Sampdoria,P
13,Udinese,V
14,Juventus,N
15,Verona,P
16,Roma,P
17,Bologna,P
18,Napoli,V
19,Milan,P
