,Squadra,Risultato
0,Juventus,V
1,Sassuolo,N
2,Cagliari,V
3,Atalanta,V
4,Fiorentina,P
5,Genoa,N
6,Milan,N
7,Benevento,P
8,Parma,P
9,Lazio,N
10,Spezia,P
11,Napoli,N
12,Bologna,P
13,Crotone,P
14,Roma,V
15,Sampdoria,N
16,Udinese,N
17,Verona,V
18,Inter,V
19,Torino,N
