,Squadra,Risultato
0,Crotone,P
1,Spezia,N
2,Juventus,V
3,Fiorentina,P
4,Inter,V
5,Roma,V
6,Sampdoria,P
7,Verona,P
8,Udinese,V
9,Napoli,P
10,Lazio,V
11,Atalanta,N
12,Cagliari,P
13,Benevento,V
14,Torino,P
15,Parma,P
16,Bologna,V
17,Sassuolo,V
18,Genoa,P
19,Milan,V
