,Squadra,Risultato
0,Lazio,V
1,Bologna,V
2,Torino,N
3,Sampdoria,V
4,Napoli,V
5,Crotone,V
6,Sassuolo,N
7,Atalanta,N
8,Inter,V
9,Cagliari,P
10,Roma,P
11,Verona,P
12,Spezia,N
13,Udinese,P
14,Fiorentina,P
15,Benevento,P
16,Parma,N
17,Genoa,N
18,Juventus,P
19,Milan,V
