,Squadra,Risultato
0,Verona,P
1,Milan,P
2,Genoa,N
3,Udinese,P
4,Spezia,N
5,Juventus,V
6,Crotone,P
7,Bologna,N
8,Roma,N
9,Napoli,V
10,Fiorentina,V
11,Sassuolo,V
12,Benevento,N
13,Cagliari,V
14,Inter,N
15,Parma,P
16,Sampdoria,V
17,Torino,N
18,Atalanta,N
19,Lazio,P
