,Squadra,Risultato
0,Sassuolo,P
1,Benevento,N
2,Atalanta,P
3,Lazio,P
4,Bologna,V
5,Milan,V
6,Cagliari,N
7,Napoli,V
8,Torino,N
9,Genoa,P
10,Inter,V
11,Juventus,N
12,Verona,V
13,Udinese,V
14,Crotone,P
15,Fiorentina,P
16,Spezia,N
17,Roma,P
18,Sampdoria,N
19,Parma,V
