,Squadra,Risultato
0,Parma,P
1,Crotone,P
2,Spezia,V
3,Verona,P
4,Juventus,P
5,Udinese,P
6,Sampdoria,V
7,Fiorentina,P
8,Roma,P
9,Inter,V
10,Genoa,V
11,Bologna,V
12,Cagliari,P
13,Atalanta,V
14,Benevento,V
15,Lazio,V
16,Torino,P
17,Milan,V
18,Napoli,V
19,Sassuolo,P
