Partita,0,1,2,3,4
Bologna-Verona,0.11157527004215133,0.3876262571282825,0.40562416364760673,0.04566909897777638,0.049505210204183
Sassuolo-Empoli,0.4158415608352208,0.22521408454523964,0.32329384709796694,0.023288030959800126,0.012362476561772534
Salernitana-Monza,0.2563452236373521,0.5340590534950586,0.17479075632391852,0.026544945706491643,0.008260020837179234
Genoa-Udinese,0.1746135935012813,0.3763912237840623,0.13826207108065078,0.2958110628474324,0.014922048786573194
Juventus-Frosinone,0.10507145638398464,0.18740275722039107,0.57135227694346,0.11444402700961466,0.02172948244254951
Cagliari-Napoli,0.2146018987631661,0.5715757234132343,0.1468293330571616,0.05656754129039379,0.010425503476044215
Lecce-Inter,0.8388676414531766,0.10436560570801082,0.03425160680746719,0.010568553222595594,0.011946592808749832
Milan-Atalanta,0.2977486310603512,0.2201079588088875,0.2936218687601791,0.17305812387168268,0.01546341749889963
Roma-Torino,0.5253986363233322,0.2580126253159383,0.09090873611369849,0.07305599361630022,0.052624008630730815
Fiorentina-Lazio,0.2662383314616863,0.2415569834544231,0.40999204079145285,0.07278270818257401,0.009429936109863674
