Partita,0,1,2,3,4
Bologna-Verona,0.4971263985994892,0.38469101494689534,0.08483042375052581,0.023363670683845917,0.009988492019243666
Sassuolo-Empoli,0.41130582777262037,0.3627769694584589,0.14721929611550835,0.07081175277588861,0.007886153877523791
Salernitana-Monza,0.3239660365582842,0.3027364520909712,0.2579793138208388,0.09479553294829625,0.020522664581609507
Genoa-Udinese,0.397138161269364,0.4441734290953279,0.11572930202052177,0.026574512900160902,0.016384594714625438
Juventus-Frosinone,0.6694799254782714,0.19976967801255271,0.10315437670799496,0.023318556647595193,0.004277463153585946
Cagliari-Napoli,0.2435767660859974,0.3713107489980302,0.22917794232156086,0.11853586518326917,0.037398677411142396
Lecce-Inter,0.1829953280367945,0.2765962597189476,0.33741229224863867,0.09969095615131653,0.10330516384430262
Milan-Atalanta,0.541179167180502,0.14943973980166278,0.1617181896817879,0.10845313628391631,0.03920976705213108
Roma-Torino,0.618576441765253,0.2221832574637401,0.09130876572813172,0.03574543913550041,0.03218609590737477
Fiorentina-Lazio,0.37155442275389966,0.3713945816920906,0.2061709224243469,0.0425268936718259,0.008353179457837059
