Partita,0,1,2,3,4
Juventus-Napoli,0.4123861122480113,0.31301693203440756,0.1730710675780316,0.07491622651641291,0.026609661623136775
Verona-Lazio,0.2189577573628001,0.3799450236605195,0.3536987991183802,0.03397121026009526,0.013427209598204912
Atalanta-Milan,0.35812238394353313,0.2304687883882704,0.29288770056270824,0.103508530284357,0.015012596821131404
Inter-Udinese,0.7832396474536027,0.13318966520457298,0.0670353382557295,0.013451816302185083,0.0030835327839097595
Frosinone-Torino,0.31142659389683097,0.4897863524201057,0.12730036683955898,0.06021912879680072,0.011267558046703468
Monza-Genoa,0.365454154658357,0.38210792890280226,0.09182389931934902,0.027923725407586357,0.13269029171190536
Salernitana-Bologna,0.10248742399581934,0.30569069933752113,0.47163420897623265,0.09330659680571468,0.02688107088471227
Roma-Fiorentina,0.24981251215531416,0.4469290584755471,0.20962178357181685,0.06962728223356725,0.024009363563754736
Empoli-Lecce,0.2932031548702683,0.24313069564359324,0.3305017402130067,0.06980823461590736,0.06335617465722437
Cagliari-Sassuolo,0.09697907049047308,0.302446923527193,0.3976500859425316,0.09863980231613603,0.10428411772366628
