Partita,0,1,2,3,4
Juventus-Napoli,0.14913081231093464,0.35575485733048196,0.4430432256703562,0.03297527115480685,0.019095833533420477
Verona-Lazio,0.5458999020296842,0.2738081036356617,0.1580165436404343,0.016316874790316294,0.005958575903903554
Atalanta-Milan,0.240153132031487,0.33657257588232276,0.23764471327028877,0.1780652899817365,0.007564288834164991
Inter-Udinese,0.04442856929639826,0.10780996905897094,0.12806675361598815,0.4430405582789289,0.27665414974971386
Frosinone-Torino,0.4717267862921848,0.33317851332316784,0.10940688891074074,0.06722867959955289,0.018459131874353617
Monza-Genoa,0.384756123466333,0.327297960507489,0.24005946828438213,0.03425681552334747,0.01362963221844851
Salernitana-Bologna,0.8037796163675244,0.07963483575302138,0.11128792469383234,0.0028232312080333495,0.002474391977588586
Roma-Fiorentina,0.34570344805216086,0.3476254534441175,0.12392199779802837,0.11722047185584616,0.06552862884984725
Empoli-Lecce,0.6400532728643086,0.16019533237793215,0.17613899266087243,0.01824165966813848,0.005370742428748575
Cagliari-Sassuolo,0.07172775937196373,0.6426996459940005,0.22185358751196405,0.04934236852236789,0.014376638599703648
