,0,1,2
0,Sassuolo,Fiorentina,1 - 3
1,Torino,Inter,0 - 1
2,Cremonese,Salernitana,2 - 0
3,Empoli,Lazio,0 - 2
4,Napoli,Sampdoria,2 - 0
5,Atalanta,Monza,5 - 2
6,Roma,Spezia,2 - 1
7,Lecce,Bologna,2 - 3
8,Milan,Verona,3 - 1
9,Udinese,Juventus,0 - 1
