,0,1,2
0,Lecce,Udinese,1 - 0
1,Spezia,Monza,0 - 2
2,Roma,Milan,1 - 1
3,Torino,Atalanta,1 - 2
4,Inter,Lazio,3 - 1
5,Cremonese,Verona,1 - 1
6,Napoli,Salernitana,1 - 1
7,Sassuolo,Empoli,2 - 1
8,Fiorentina,Sampdoria,5 - 0
9,Bologna,Juventus,1 - 1
