,0,1,2
0,Napoli,Sassuolo,4 - 0
1,Lecce,Juventus,0 - 1
2,Inter,Sampdoria,3 - 0
3,Empoli,Atalanta,0 - 2
4,Cremonese,Udinese,0 - 0
5,Spezia,Fiorentina,1 - 2
6,Lazio,Salernitana,1 - 3
7,Torino,Milan,2 - 1
8,Verona,Roma,1 - 3
9,Monza,Bologna,1 - 2
