,0,1,2
0,Milan,Udinese,4 - 2
1,Sampdoria,Atalanta,0 - 2
2,Lecce,Inter,1 - 2
3,Monza,Torino,1 - 2
4,Fiorentina,Cremonese,3 - 2
5,Lazio,Bologna,2 - 1
6,Salernitana,Roma,0 - 1
7,Spezia,Empoli,1 - 0
8,Verona,Napoli,2 - 5
9,Juventus,Sassuolo,3 - 0
