,0,1,2
0,Fiorentina,Juventus,1 - 1
1,Milan,Inter,3 - 2
2,Lazio,Napoli,1 - 2
3,Cremonese,Sassuolo,0 - 0
4,Spezia,Bologna,2 - 2
5,Verona,Sampdoria,2 - 1
6,Udinese,Roma,4 - 0
7,Monza,Atalanta,0 - 2
8,Salernitana,Empoli,2 - 2
9,Torino,Lecce,1 - 0
