,0,1,2
0,Sampdoria,Sassuolo,2 - 2
1,Salernitana,Udinese,3 - 2
2,Spezia,Torino,0 - 4
3,Fiorentina,Roma,2 - 1
4,Inter,Atalanta,3 - 2
5,Verona,Empoli,1 - 1
6,Bologna,Napoli,2 - 2
7,Monza,Lecce,0 - 1
8,Lazio,Cremonese,3 - 2
9,Juventus,Milan,0 - 1
