,Squadra,Risultato
0,Fiorentina,N
1,Napoli,V
2,Inter,V
3,Genoa,P
4,Brescia,P
5,Parma,P
6,Spal,V
7,Roma,V
8,Verona,P
9,Torino,P
10,Juventus,N
11,Sampdoria,P
12,Udinese,P
13,Atalanta,V
14,Bologna,V
15,Cagliari,V
16,Lazio,P
17,Sassuolo,P
18,Milan,V
19,Lecce,V
