,Squadra,Risultato
0,Parma,P
1,Fiorentina,P
2,Udinese,V
3,Cagliari,P
4,Verona,N
5,Roma,N
6,Sampdoria,P
7,Spal,P
8,Torino,V
9,Inter,V
10,Juventus,V
11,Napoli,V
12,Milan,P
13,Brescia,V
14,Bologna,N
15,Genoa,N
16,Lazio,V
17,Atalanta,V
18,Sassuolo,P
19,Lecce,P
