,Squadra,Risultato
0,Roma,P
1,Fiorentina,P
2,Torino,P
3,Verona,V
4,Spal,P
5,Genoa,V
6,Napoli,P
7,Brescia,N
8,Parma,P
9,Inter,V
10,Bologna,V
11,Atalanta,V
12,Sampdoria,V
13,Juventus,P
14,Sassuolo,V
15,Cagliari,P
16,Lecce,V
17,Udinese,N
18,Lazio,V
19,Milan,P
