,Squadra,Risultato
0,Milan,N
1,Brescia,P
2,Genoa,P
3,Napoli,V
4,Bologna,V
5,Roma,V
6,Verona,P
7,Spal,N
8,Cagliari,P
9,Juventus,V
10,Atalanta,N
11,Parma,V
12,Inter,V
13,Sassuolo,P
14,Lecce,P
15,Fiorentina,P
16,Lazio,V
17,Torino,N
18,Udinese,V
19,Sampdoria,P
