,Squadra,Risultato
0,Verona,N
1,Brescia,P
2,Roma,P
3,Fiorentina,V
4,Genoa,N
5,Inter,V
6,Napoli,P
7,Parma,V
8,Spal,P
9,Torino,V
10,Udinese,N
11,Juventus,V
12,Atalanta,V
13,Sampdoria,P
14,Bologna,N
15,Lazio,P
16,Cagliari,V
17,Sassuolo,P
18,Lecce,V
19,Milan,P
