,Squadra,Risultato
0,Brescia,P
1,Genoa,P
2,Fiorentina,P
3,Juventus,N
4,Inter,V
5,Lazio,V
6,Parma,P
7,Napoli,P
8,Verona,P
9,Cagliari,V
10,Atalanta,V
11,Torino,V
12,Lecce,V
13,Sassuolo,N
14,Spal,P
15,Udinese,P
16,Milan,V
17,Bologna,V
18,Roma,V
19,Sampdoria,P
