,Squadra,Risultato
0,Fiorentina,N
1,Lecce,P
2,Bologna,P
3,Spal,P
4,Verona,P
5,Genoa,P
6,Torino,V
7,Inter,N
8,Atalanta,V
9,Roma,V
10,Brescia,N
11,Milan,V
12,Juventus,V
13,Cagliari,V
14,Napoli,V
15,Parma,V
16,Udinese,P
17,Sassuolo,N
18,Lazio,P
19,Sampdoria,P
