,Squadra,Risultato
0,Brescia,P
1,Spal,P
2,Fiorentina,N
3,Torino,P
4,Inter,N
5,Verona,V
6,Sampdoria,N
7,Parma,V
8,Roma,N
9,Napoli,V
10,Milan,V
11,Bologna,V
12,Genoa,N
13,Atalanta,V
14,Cagliari,N
15,Lecce,P
16,Sassuolo,N
17,Udinese,P
18,Lazio,N
19,Juventus,P
