,Squadra,Risultato
0,Atalanta,V
1,Sampdoria,V
2,Bologna,N
3,Milan,V
4,Lecce,P
5,Roma,V
6,Sassuolo,N
7,Udinese,N
8,Torino,V
9,Spal,P
10,Brescia,P
11,Cagliari,P
12,Napoli,N
13,Parma,P
14,Fiorentina,V
15,Verona,P
16,Juventus,N
17,Lazio,N
18,Genoa,P
19,Inter,V
