,Squadra,Risultato
0,Cagliari,V
1,Udinese,P
2,Juventus,V
3,Milan,P
4,Sassuolo,V
5,Bologna,P
6,Lecce,P
7,Sampdoria,V
8,Atalanta,N
9,Lazio,V
10,Genoa,P
11,Brescia,V
12,Verona,P
13,Inter,V
14,Spal,P
15,Roma,V
16,Napoli,V
17,Torino,P
18,Fiorentina,N
19,Parma,P
