,Squadra,Risultato
0,Juventus,V
1,Brescia,N
2,Cagliari,V
3,Lazio,V
4,Milan,V
5,Udinese,P
6,Sampdoria,P
7,Sassuolo,N
8,Napoli,V
9,Parma,P
10,Lecce,P
11,Genoa,N
12,Torino,P
13,Fiorentina,P
14,Roma,P
15,Atalanta,V
16,Bologna,V
17,Verona,N
18,Spal,P
19,Inter,V
