,Squadra,Risultato
0,Inter,N
1,Atalanta,V
2,Udinese,N
3,Lazio,V
4,Lecce,N
5,Sassuolo,N
6,Spal,P
7,Torino,V
8,Sampdoria,P
9,Bologna,P
10,Roma,N
11,Verona,P
12,Napoli,N
13,Juventus,P
14,Genoa,N
15,Cagliari,N
16,Brescia,V
17,Fiorentina,P
18,Parma,V
19,Milan,V
