,Squadra,Risultato
0,Lazio,V
1,Sassuolo,V
2,Napoli,P
3,Milan,V
4,Brescia,N
5,Bologna,N
6,Lecce,N
7,Genoa,P
8,Juventus,V
9,Atalanta,P
10,Sampdoria,P
11,Torino,P
12,Fiorentina,V
13,Udinese,P
14,Cagliari,N
15,Verona,N
16,Inter,N
17,Roma,V
18,Parma,P
19,Spal,V
