,Squadra,Risultato
0,Sampdoria,P
1,Fiorentina,P
2,Udinese,V
3,Inter,V
4,Torino,P
5,Atalanta,V
6,Lecce,P
7,Parma,N
8,Sassuolo,P
9,Lazio,N
10,Juventus,V
11,Roma,V
12,Cagliari,P
13,Genoa,P
14,Spal,V
15,Milan,P
16,Bologna,V
17,Brescia,N
18,Napoli,V
19,Verona,N
