,Squadra,Risultato
0,Cagliari,P
1,Lazio,V
2,Inter,N
3,Udinese,V
4,Fiorentina,V
5,Sampdoria,V
6,Torino,V
7,Verona,V
8,Roma,P
9,Parma,V
10,Milan,V
11,Napoli,P
12,Atalanta,N
13,Sassuolo,P
14,Spal,P
15,Brescia,P
16,Bologna,P
17,Genoa,P
18,Juventus,V
19,Lecce,P
