,Squadra,Risultato
0,Parma,P
1,Inter,V
2,Lazio,V
3,Sassuolo,V
4,Udinese,P
5,Sampdoria,P
6,Verona,V
7,Fiorentina,V
8,Cagliari,V
9,Torino,P
10,Atalanta,V
11,Napoli,P
12,Brescia,P
13,Genoa,P
14,Lecce,V
15,Milan,V
16,Spal,P
17,Bologna,P
18,Juventus,P
19,Roma,V
