,Squadra,Risultato
0,Sassuolo,V
1,Brescia,P
2,Inter,V
3,Napoli,N
4,Cagliari,V
5,Lazio,V
6,Sampdoria,N
7,Udinese,N
8,Parma,V
9,Juventus,V
10,Bologna,P
11,Torino,V
12,Verona,P
13,Genoa,N
14,Fiorentina,P
15,Lecce,P
16,Atalanta,N
17,Spal,N
18,Roma,P
19,Milan,P
