,Squadra,Risultato
0,Lecce,V
1,Bologna,P
2,Atalanta,V
3,Udinese,N
4,Juventus,V
5,Sampdoria,P
6,Sassuolo,P
7,Cagliari,P
8,Lazio,V
9,Milan,V
10,Spal,P
11,Genoa,V
12,Roma,P
13,Verona,N
14,Brescia,P
15,Fiorentina,V
16,Parma,V
17,Napoli,V
18,Inter,P
19,Torino,P
