,Squadra,Risultato
0,Bologna,V
1,Milan,V
2,Juventus,V
3,Lazio,N
4,Atalanta,P
5,Cagliari,P
6,Genoa,V
7,Lecce,P
8,Sassuolo,V
9,Udinese,P
10,Spal,P
11,Brescia,P
12,Napoli,P
13,Roma,N
14,Torino,V
15,Inter,V
16,Fiorentina,P
17,Verona,V
18,Sampdoria,P
19,Parma,V
