,Squadra,Risultato
0,Verona,N
1,Cagliari,N
2,Milan,V
3,Parma,P
4,Genoa,V
5,Brescia,V
6,Fiorentina,V
7,Napoli,V
8,Roma,N
9,Juventus,V
10,Atalanta,N
11,Sassuolo,N
12,Bologna,P
13,Sampdoria,V
14,Lecce,P
15,Spal,P
16,Torino,P
17,Udinese,P
18,Inter,N
19,Lazio,P
