,Squadra,Risultato
0,Lazio,P
1,Brescia,P
2,Juventus,N
3,Genoa,V
4,Parma,N
5,Fiorentina,N
6,Cagliari,N
7,Udinese,P
8,Napoli,N
9,Inter,V
10,Sassuolo,V
11,Roma,V
12,Atalanta,N
13,Spal,P
14,Bologna,N
15,Verona,N
16,Lecce,N
17,Sampdoria,V
18,Milan,N
19,Torino,P
