,Squadra,Risultato
0,Brescia,V
1,Napoli,P
2,Genoa,P
3,Verona,N
4,Bologna,V
5,Juventus,V
6,Milan,N
7,Roma,V
8,Fiorentina,N
9,Cagliari,P
10,Lecce,P
11,Parma,V
12,Sampdoria,V
13,Torino,N
14,Atalanta,P
15,Udinese,P
16,Sassuolo,N
17,Spal,P
18,Inter,N
19,Lazio,V
