,Squadra,Risultato
0,Parma,P
1,Brescia,P
2,Napoli,N
3,Cagliari,V
4,Juventus,V
5,Lazio,V
6,Sampdoria,N
7,Sassuolo,P
8,Udinese,P
9,Milan,V
10,Verona,V
11,Inter,V
12,Atalanta,N
13,Bologna,P
14,Genoa,P
15,Torino,P
16,Lecce,N
17,Fiorentina,V
18,Roma,V
19,Spal,P
