,Squadra,Risultato
0,Atalanta,V
1,Sassuolo,P
2,Parma,V
3,Lecce,V
4,Inter,N
5,Sampdoria,P
6,Torino,N
7,Spal,P
8,Udinese,V
9,Lazio,V
10,Bologna,P
11,Milan,V
12,Napoli,P
13,Brescia,P
14,Fiorentina,N
15,Genoa,V
16,Verona,N
17,Roma,V
18,Juventus,P
19,Cagliari,P
