,Squadra,Risultato
0,Lazio,V
1,Napoli,V
2,Lecce,P
3,Cagliari,P
4,Parma,P
5,Milan,P
6,Sampdoria,V
7,Udinese,N
8,Juventus,V
9,Sassuolo,V
10,Bologna,P
11,Torino,P
12,Atalanta,V
13,Roma,V
14,Spal,V
15,Genoa,V
16,Verona,P
17,Fiorentina,N
18,Inter,P
19,Brescia,P
