,Squadra,Risultato
0,Lecce,V
1,Milan,V
2,Fiorentina,N
3,Genoa,P
4,Torino,V
5,Roma,V
6,Atalanta,V
7,Bologna,P
8,Spal,P
9,Verona,N
10,Lazio,P
11,Juventus,P
12,Cagliari,N
13,Napoli,V
14,Brescia,P
15,Parma,P
16,Sampdoria,P
17,Sassuolo,V
18,Udinese,V
19,Inter,N
