,Squadra,Risultato
0,Roma,V
1,Bologna,P
2,Torino,P
3,Atalanta,P
4,Genoa,P
5,Verona,V
6,Lecce,N
7,Fiorentina,N
8,Milan,P
9,Spal,P
10,Napoli,P
11,Inter,V
12,Juventus,V
13,Cagliari,V
14,Udinese,V
15,Brescia,P
16,Sassuolo,N
17,Parma,N
18,Lazio,V
19,Sampdoria,V
