,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,MGf h,MGs h,MGf a,MGs a,SGf h,SGs h,SGf a,SGs a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs,mediagol_fatti h,mediagol_subiti h,varianzagol_fatti h,varianzagol_subiti h,mediagol_fatti a,mediagol_subiti a,varianzagol_fatti a,varianzagol_subiti a
111,Juventus-Udinese,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1 , 0,1.5294117647058822,0.4117647058823529,1.1788578719900635,0.7122871199007255,1.4705882352941178,1.1176470588235294,1.1788578719900635,1.1114378604524224
112,Monza-Inter,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,6.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,2 , 2,1.1176470588235294,1.4705882352941178,0.9926198253344828,1.3284223283101428,2.176470588235294,1.411764705882353,1.424574239801451,1.1757350641945108
113,Salernitana-Torino,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1 , 1,1.2352941176470589,1.588235294117647,1.147247344990711,1.2277430273377532,1.0588235294117647,1.1176470588235294,0.7475450015964021,0.857492925712544
114,Lazio-Empoli,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2 , 2,1.7058823529411764,0.8823529411764706,1.3585242858683526,1.1114378604524229,0.8823529411764706,1.2941176470588236,0.696630546019236,1.1599949289950011
115,Spezia-Lecce,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0 , 0,0.9411764705882352,1.6470588235294117,0.8993461677306269,0.9963167462326072,0.9411764705882352,1.0588235294117647,0.747545001596402,0.5557189302262113
116,Sampdoria-Napoli,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0 , 2,0.4705882352941176,1.7647058823529411,0.6242642728467978,1.032558216561292,2.294117647058824,0.7647058823529411,1.4476146708617308,0.7524469885568255
117,Milan-Roma,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2 , 2,1.9411764705882355,1.0588235294117647,1.1440382552221602,0.7475450015964021,1.2352941176470589,0.9411764705882352,0.970142500145332,0.9663454503498038
118,Verona-Cremonese,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2 , 0,0.8823529411764706,1.7647058823529411,0.696630546019236,1.0914103126634989,0.6470588235294118,1.7058823529411764,0.7859052479933758,1.2631659571466125
119,Bologna-Atalanta,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,1 , 2,1.2352941176470589,1.6470588235294117,0.903424856082804,1.411611511296054,1.5294117647058822,1.0588235294117647,0.7174300539794393,0.9663454503498036
120,Napoli-Juventus,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5 , 1,2.4444444444444446,0.7777777777777778,1.5424282697487952,0.7320844981409598,1.5,0.6666666666666666,1.1504474832710556,1.2833778958394957
121,Cremonese-Monza,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2 , 3,0.7222222222222222,1.7777777777777777,0.8264420947336313,1.262842524557225,1.2222222222222223,1.5,1.0602749674192766,1.2947859237091257
122,Lecce-Milan,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2 , 2,1.0,1.1111111111111112,0.7669649888473704,0.5829830881301376,1.9444444444444444,1.1111111111111112,1.109966730938747,0.7583952786593614
123,Inter-Verona,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1 , 0,2.111111111111111,1.3333333333333333,1.4095843729891318,1.1881770515720091,0.8333333333333334,1.7222222222222223,0.7071067811865475,1.0740552924509192
124,Sassuolo-Lazio,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0 , 2,0.9444444444444444,1.5555555555555556,1.211329955642932,1.2472191289246473,1.7222222222222223,0.8333333333333334,1.319784098009776,1.098126747211439
125,Torino-Spezia,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0 , 1,1.0,1.1111111111111112,0.7669649888473704,0.8323523637957302,0.9444444444444444,1.5555555555555556,0.8726040960806523,1.041617645905367
126,Udinese-Bologna,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,2.0,1 , 2,1.4444444444444444,1.1666666666666667,1.1490262999202836,1.0981267472114395,1.2777777777777777,1.6111111111111112,0.8947924869885987,1.3779306261410684
127,Atalanta-Salernitana,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,8 , 2,1.8888888888888888,1.1111111111111112,1.676441921552867,0.9633818428657448,1.2777777777777777,1.9444444444444444,1.127493605332358,1.9242178616479388
128,Roma-Fiorentina,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2 , 0,1.2777777777777777,0.8888888888888888,0.9582800496696,0.9633818428657446,1.1666666666666667,1.3333333333333333,1.0431851677040116,1.1881770515720091
129,Empoli-Sampdoria,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1 , 0,0.8888888888888888,1.2222222222222223,0.6763995415945232,1.1659661762602749,0.4444444444444444,1.7222222222222223,0.6156987634551992,1.0178151661369077
130,Verona-Lecce,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2 , 0,0.8947368421052632,1.631578947368421,0.7374684055082,1.1160708020048364,0.9473684210526316,1.1578947368421053,0.7798635358208024,0.6021404316396672
131,Salernitana-Napoli,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,8.0,2.0,3.0,0.0,2.0,5.0,0.0,2.0,1.0,0.0,1.0,0 , 2,1.2105263157894737,1.947368421052632,1.134261745631201,1.8700470644857607,2.421052631578948,0.7368421052631579,1.5024346712987116,0.7334928056269077
132,Fiorentina-Torino,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0 , 1,1.105263157894737,1.3157894736842106,1.0485300208760655,1.157230005897578,1.0,1.0526315789473684,0.7453559924999299,0.8481145238787244
133,Sampdoria-Udinese,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,0 , 1,0.4210526315789473,1.6842105263157894,0.606976978666884,1.0029197142425583,1.4210526315789471,1.105263157894737,1.1212983285105116,1.1002392084403616
134,Monza-Sassuolo,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,1 , 1,1.2105263157894737,1.4736842105263157,1.0316624861746777,1.2635233389495326,0.9473684210526316,1.5263157894736843,1.1772701101619385,1.2187617145935723
135,Spezia-Roma,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0 , 2,0.8947368421052632,1.5789473684210529,0.8752610304046612,1.0173926082384546,1.3157894736842106,0.8421052631578947,0.9459053029269172,0.958190302064658
136,Juventus-Atalanta,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,8.0,2.0,3.0,2.0,1.0,2.0,3 , 3,1.5789473684210529,0.7894736842105263,1.1697953037312034,1.3572417850765923,1.947368421052632,1.2105263157894737,1.6490294859747157,1.0316624861746777
137,Bologna-Cremonese,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,6.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,1 , 1,1.263157894736842,1.5789473684210529,0.8719139396343282,1.346426937147361,0.7368421052631579,1.736842105263158,0.805681579172283,1.2401659953032225
138,Inter-Empoli,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0 , 1,2.0,1.3157894736842106,1.4529663145135578,1.157230005897578,0.8947368421052632,1.1578947368421053,0.6578362547106201,1.1672930649220894
139,Lazio-Milan,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,4 , 0,1.8421052631578947,0.7894736842105263,1.384965217964249,1.0841764600337105,1.8421052631578947,1.263157894736842,1.1672930649220892,0.9911892555667042
140,Bologna-Spezia,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2 , 0,1.3,1.5,0.8645047258706176,1.3572417850765923,0.85,1.6,0.8750939799154207,0.99472291830968
141,Lecce-Salernitana,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,8.0,2.0,1 , 2,0.95,1.2,0.7591546545162482,0.6155870112510926,1.25,1.9,1.118033988749895,1.832455930395628
142,Empoli-Torino,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2 , 2,0.95,1.2,0.6863327411532597,1.151657843924872,1.05,1.1,0.7591546545162482,0.8522416262267903
143,Cremonese-Inter,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1 , 2,0.75,1.75,0.7863975156570492,1.2085223687584246,2.0,1.3,1.4142135623730951,1.1285761872936697
144,Atalanta-Sampdoria,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2 , 0,1.95,1.15,1.6050905860647504,1.0399898784932575,0.4,1.7,0.5982430416161189,0.9787209698591856
145,Milan-Sassuolo,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,2 , 5,1.85,1.45,1.1367080817685318,1.2763022245616642,1.15,1.55,1.460893742308382,1.190974832912761
146,Juventus-Monza,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0 , 2,1.5,0.85,1.192079121358539,1.3484884325167863,1.25,1.4,1.019545822516343,1.2732056517228263
147,Lazio-Fiorentina,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1 , 1,1.8,0.8,1.3611140947574414,1.0563093645728088,1.1,1.3,1.020835571068081,1.1285761872936697
148,Napoli-Roma,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2 , 1,2.4,0.75,1.4653901941300929,0.7163503994113789,1.3,0.9,0.9233805168766388,0.9679060415469872
149,Udinese-Verona,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1 , 1,1.4,1.1,1.0954451150103324,1.0711528467275957,0.9,1.6,0.7181848464596079,1.095445115010332
