,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,media gol_fatti h,media gol_subiti h,media gol_fatti a,media gol_subiti a,varianza gol_fatti h,varianza gol_subiti h,varianza gol_fatti a,varianza gol_subiti a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs
141,Lazio-Empoli,1,2,0,2,2,8,1,2,2,1,0,9,2.1,1.85,1.65,1.85,1.5861240410775606,1.2258187382102494,1.1821033884786185,1.1821033884786185,4,3,1,3,3,4,1,2,1,1,2,3,1,1,2,2,1,0,1,4,3,3
142,Spezia-Verona,0,1,0,1,2,17,1,2,0,0,1,12,1.0,2.05,1.8,1.65,0.7947194142390263,1.538112308540638,1.2814465510343749,1.0399898784932575,0,2,0,1,1,2,2,2,1,0,0,4,1,0,1,0,3,2,1,1,1,2
143,Sassuolo-Genoa,1,1,2,1,0,13,0,0,0,0,1,18,1.55,1.6,1.0,1.9,0.9445132413883328,0.8207826816681233,1.025978352085154,1.1192102478745307,2,2,2,2,0,2,2,1,2,3,0,0,1,1,0,3,2,3,3,0,1,1
144,Milan-Roma,2,2,1,0,2,2,0,0,2,2,1,6,2.15,1.15,1.6,1.2,1.1821033884786185,1.0894228312566052,1.1876558069531231,1.1964860832322377,3,2,1,0,4,0,0,1,1,2,0,0,2,4,1,1,3,0,1,1,3,1
145,Juventus-Napoli,2,2,1,2,2,5,1,0,0,2,0,3,1.4,0.9,1.8,0.75,0.8207826816681232,0.8522416262267904,1.2396943596157717,0.9665456669582608,2,2,1,2,2,0,0,1,0,0,2,2,0,1,0,2,3,1,0,1,1,1
146,Fiorentina-Udinese,2,2,2,1,1,7,1,0,1,2,0,14,1.7,1.45,1.5,1.45,1.3018205875255096,1.1459310165698642,1.4689774459950382,1.2763022245616642,3,3,4,2,1,1,2,0,2,1,4,1,1,4,0,4,3,1,0,1,0,4
147,Atalanta-Torino,2,2,2,0,1,4,1,1,2,2,0,11,2.1,1.4,1.35,1.15,1.3726654823065194,1.231174022502185,1.3088765773505315,0.9333020044867296,4,3,2,1,0,0,2,1,4,0,2,1,2,1,0,2,1,1,0,1,4,4
148,Bologna-Inter,2,0,0,0,2,10,2,2,2,2,2,1,1.45,1.6,2.5,0.85,0.998683343734455,1.6982963599783725,1.3954814298487213,0.9333020044867296,1,2,1,0,3,0,3,2,2,0,2,3,4,5,1,0,0,0,0,0,2,1
149,Salernitana-Venezia,0,0,0,0,2,19,0,0,1,1,0,16,0.7,2.15,0.95,1.8,0.8645047258706176,1.460893742308382,0.8870412083230168,1.1964860832322377,0,0,0,0,1,2,2,4,5,0,0,3,1,1,1,4,4,1,1,3,2,1
150,Venezia-Milan,0,1,1,0,0,16,2,1,0,2,2,2,0.9047619047619048,1.8571428571428568,2.1904761904761907,1.0952380952380951,0.8890872794479688,1.1952286093343936,1.1670067531530235,1.091089451179962,3,1,1,1,1,4,1,1,3,2,2,1,0,4,3,0,1,1,2,1,0,3
151,Empoli-Sassuolo,2,2,1,0,1,10,1,2,1,0,1,13,1.619047619047619,2.0,1.7142857142857142,1.5714285714285714,1.1608699529314417,1.3416407864998738,1.1892374507581376,0.8106434833777777,3,1,1,2,3,1,0,1,4,3,2,2,2,0,1,2,1,2,3,1,1,5
152,Napoli-Sampdoria,0,0,2,0,1,3,0,2,1,1,0,15,1.761904761904762,0.7142857142857143,1.3333333333333333,1.809523809523809,1.220850601210562,0.9561828874675148,1.0645812948447542,1.2090925365350504,2,0,1,0,1,3,1,0,1,1,1,3,1,1,1,3,1,1,1,2,1,0
153,Udinese-Atalanta,0,1,2,0,2,14,2,2,0,1,1,4,1.5238095238095235,1.6666666666666667,2.2857142857142856,1.4285714285714286,1.4359334113755975,1.5916448515084427,1.5856499343441837,1.2071217242444348,1,1,4,0,4,3,1,0,1,0,3,2,1,0,4,2,1,4,0,4,2,6
154,Genoa-Spezia,0,0,0,1,1,20,1,0,1,2,0,17,0.9523809523809524,1.8571428571428568,1.0,1.9523809523809523,1.0235326314383175,1.1084094137869045,0.7745966692414834,1.5644868320376004,0,1,1,0,1,2,3,3,0,1,2,0,1,1,1,2,2,1,0,2,0,1
155,Roma-Juventus,0,2,2,1,0,6,2,1,2,2,1,5,1.6666666666666667,1.3333333333333333,1.5238095238095235,1.0,1.1972189997378646,1.3165611772087666,0.980767435177556,0.9486832980505138,0,2,4,1,1,3,0,1,1,3,2,1,2,2,1,0,1,0,0,1,3,4
156,Verona-Salernitana,2,0,0,1,2,11,0,0,0,2,2,18,1.761904761904762,1.6666666666666667,0.7619047619047619,2.095238095238096,1.2611408289624877,1.016530045465127,0.8890872794479685,1.445847914020071,4,1,0,1,2,3,2,1,1,1,0,0,0,1,2,2,4,5,0,1,1,2
157,Inter-Lazio,2,2,2,2,0,1,2,0,2,2,1,7,2.4761904761904763,0.8571428571428571,2.0476190476190474,1.8571428571428568,1.3645163106041505,0.9102589898327996,1.5644868320376004,1.1952286093343936,3,4,5,1,1,0,0,0,0,2,3,1,3,3,3,1,2,1,1,3,2,1
158,Torino-Fiorentina,1,2,2,0,1,12,2,2,1,1,0,8,1.4761904761904765,1.0952380952380951,1.619047619047619,1.5714285714285714,1.4006801069140529,0.9436504599035548,1.321975433818287,1.2478553029669976,1,2,1,0,4,1,1,0,1,4,3,4,2,1,0,2,0,2,1,4,4,0
159,Cagliari-Bologna,1,0,0,0,2,19,0,0,0,2,2,9,1.0,2.0,1.4285714285714286,1.619047619047619,0.9486832980505138,1.095445115010332,0.9783367810436534,1.6575943555704598,1,0,0,0,2,1,4,4,2,1,2,1,0,3,2,3,2,2,0,1,2,1
160,Sampdoria-Torino,2,1,1,0,0,15,2,2,0,1,2,10,1.318181818181818,1.818181818181818,1.5,1.0909090909090908,1.04135276655684,1.180652105380494,1.371478173706159,0.9211323729436766,3,1,1,1,0,1,1,1,2,1,2,1,0,4,4,1,0,1,4,0,1,2
161,Salernitana-Lazio,0,0,2,2,2,18,0,2,2,1,0,7,0.7272727272727273,2.136363636363636,2.090909090909091,1.7727272727272727,0.8827348295047496,1.4241272864946195,1.5402254290506872,1.2317938209440804,0,0,1,2,2,4,5,0,1,1,1,3,3,3,1,2,1,1,3,2,0,3
162,Juventus-Udinese,1,2,2,1,2,5,1,2,0,2,0,14,1.5454545454545454,0.9545454545454546,1.4545454545454546,1.681818181818182,0.9625003513801574,0.9500512631418384,1.4384936806479438,1.5549112250379178,1,2,2,1,4,1,0,0,1,3,1,4,0,4,2,1,0,1,0,6,2,0
163,Sassuolo-Verona,2,1,0,1,2,11,0,0,1,2,0,13,1.7272727272727273,1.681818181818182,1.8636363636363635,1.681818181818182,1.1621744062959527,0.9454836825347088,1.3200091827045153,0.9945740239808648,2,2,0,1,5,1,2,3,1,1,1,0,1,2,1,2,1,1,1,2,2,4
164,Venezia-Empoli,1,1,0,0,0,17,2,1,0,1,0,12,0.9090909090909092,1.818181818181818,1.5909090909090908,1.9545454545454544,0.8678978933300582,1.180652105380494,1.1405550406998344,1.3265520192364335,1,1,1,1,0,1,1,3,2,3,1,1,2,3,1,0,1,4,3,5,1,1
165,Roma-Cagliari,2,2,1,0,0,6,0,0,0,2,2,19,1.6363636363636365,1.2727272727272727,0.9545454545454546,1.9545454545454544,1.1769797726729994,1.315903389919538,0.9500512631418384,1.0900971004051376,2,4,1,1,3,0,1,1,3,4,0,0,0,2,2,4,4,2,1,1,1,0
166,Atalanta-Inter,2,0,1,1,2,4,2,2,2,0,2,1,2.1818181818181817,1.3636363636363635,2.363636363636364,0.8181818181818182,1.622354656674869,1.2167659925061518,1.4324622340390172,0.9069238239845848,2,1,0,4,6,1,4,0,4,2,4,5,1,1,2,0,0,0,2,1,0,0
167,Bologna-Napoli,0,0,2,2,0,9,0,2,0,1,2,3,1.3636363636363635,1.6363636363636365,1.7727272727272727,0.6818181818181818,1.0021621646864365,1.6196841122196088,1.1925090867905042,0.9454836825347088,1,0,3,2,1,2,2,0,1,2,0,1,0,1,1,1,0,1,1,0,0,2
168,Milan-Spezia,1,0,2,2,2,2,0,1,2,0,2,16,2.136363636363636,1.1363636363636365,1.0454545454545454,1.9090909090909087,1.166821263721167,1.0821255338433111,0.7854190708679775,1.5402254290506872,1,0,4,3,3,1,1,2,1,0,0,1,1,1,1,2,1,0,2,0,1,2
169,Fiorentina-Genoa,2,1,1,0,0,8,0,0,1,1,0,20,1.818181818181818,1.5,0.9090909090909092,2.0454545454545454,1.5927324121761746,1.2630273533214138,1.0192943828752512,1.3965015038360862,4,2,1,0,0,0,2,1,4,4,1,1,0,1,0,3,3,0,1,1,6,0
170,Verona-Bologna,0,1,2,0,2,10,0,2,2,0,0,11,1.8695652173913044,1.6521739130434785,1.3478260869565215,1.6521739130434785,1.2899734960662408,0.9820523802070622,0.982052380207062,1.5842605287404283,0,1,2,1,4,1,1,1,2,2,0,3,2,1,0,2,0,1,2,2,2,1
171,Genoa-Udinese,0,1,1,0,0,20,2,0,2,0,0,14,0.8695652173913043,1.9565217391304348,1.391304347826087,1.608695652173913,1.0137396037394035,1.4295028019803129,1.4377738611789157,1.5591119393827024,1,0,1,0,0,3,0,1,1,6,4,0,4,2,0,0,1,0,6,2,0,0
172,Inter-Venezia,2,2,0,2,1,1,1,0,0,0,1,17,2.347826086956522,0.8260869565217391,0.9130434782608696,1.826086956521739,1.4015801359431277,0.8868828923945565,0.8481554037632527,1.1541298931561732,5,1,1,2,0,0,0,2,1,0,1,1,1,0,1,1,3,2,3,1,2,1
173,Lazio-Atalanta,2,2,1,0,2,7,0,1,1,2,1,4,2.0,1.6956521739130437,2.0869565217391304,1.3043478260869563,1.5666989036012806,1.258959982348188,1.64905051133457,1.2223220304997613,3,3,3,1,3,1,1,3,2,0,1,0,4,6,0,4,0,4,2,0,0,0
174,Cagliari-Fiorentina,0,0,2,2,0,19,1,1,0,0,2,8,0.9565217391304348,1.9130434782608696,1.7826086956521738,1.4782608695652173,0.928256472668725,1.0834726777719228,1.5654369630794764,1.238384769748346,0,0,2,2,0,4,2,1,1,1,2,1,0,0,6,2,1,4,4,0,1,1
175,Napoli-Salernitana,2,0,1,2,2,3,0,2,2,2,0,18,1.8695652173913044,0.6956521739130435,0.7391304347826086,2.217391304347826,1.25424181466106,0.926124996899135,0.8643121965600911,1.4446302370292303,1,0,1,1,2,0,1,1,0,0,0,1,2,2,0,5,0,1,1,3,4,1
176,Spezia-Sampdoria,1,2,0,2,2,15,1,1,0,0,0,16,1.0434782608695652,1.826086956521739,1.2608695652173914,1.7826086956521738,0.7674195764535268,1.556574733569118,1.0538842141140996,1.166054799083818,1,1,1,1,2,1,0,2,0,1,1,1,1,0,1,1,1,2,1,2,1,0
177,Torino-Sassuolo,2,0,1,2,2,9,1,0,1,2,0,13,1.4782608695652173,1.0869565217391304,1.6956521739130437,1.6521739130434785,1.343995576879603,0.9001536978993628,1.145536103502145,0.9346217344793908,1,0,4,4,2,0,1,4,0,1,2,0,1,5,2,2,3,1,1,4,1,1
178,Empoli-Roma,1,0,1,0,1,12,2,1,0,0,2,6,1.608695652173913,2.0434782608695654,1.7391304347826086,1.3043478260869563,1.1175919907137442,1.3644266484686465,1.2510864843424483,1.2945614423669665,1,2,3,1,1,1,4,3,5,1,4,1,1,3,1,1,1,3,4,0,2,4
179,Milan-Juventus,0,2,2,2,0,2,2,2,1,2,2,5,2.0434782608695654,1.0869565217391304,1.4782608695652173,0.9130434782608696,1.2239377906638145,1.0834726777719228,0.9940534656094302,0.9493080483968248,0,4,3,3,1,1,2,1,0,2,2,2,1,4,2,0,0,1,3,0,0,0
180,Roma-Genoa,1,0,0,2,2,6,1,1,0,0,1,20,1.6666666666666667,1.25,0.8333333333333334,1.875,1.274044114541212,1.2937979144666532,1.0072203103706696,1.4540049638094803,1,1,3,1,4,1,3,4,0,2,0,1,0,0,0,0,1,1,6,0,0,0
181,Inter-Milan,2,0,2,1,2,1,2,2,2,0,1,3,2.2916666666666665,0.875,2.0416666666666665,1.0833333333333333,1.398109489606424,0.8998792189486611,1.1970676733137329,1.0598058340078629,1,1,2,0,2,0,2,1,0,1,4,3,3,1,0,2,1,0,2,0,1,2
182,Fiorentina-Lazio,1,0,0,2,1,8,2,1,0,2,1,7,1.7083333333333333,1.5416666666666667,2.0416666666666665,1.625,1.5736738147920994,1.2503622663458174,1.545798419465872,1.2790111669635225,1,0,0,6,1,1,4,4,0,1,3,3,1,3,0,1,3,2,0,0,0,3
183,Atalanta-Cagliari,1,1,2,1,1,4,0,2,2,0,1,18,2.0416666666666665,1.3333333333333333,1.0,1.875,1.6279933411536365,1.203858530857692,0.9325048082403138,1.0759222535351585,0,4,6,0,0,0,4,2,0,0,0,2,2,0,1,2,1,1,1,1,1,2
184,Bologna-Empoli,2,2,0,0,0,11,0,1,0,1,0,13,1.2916666666666667,1.5833333333333333,1.5416666666666667,1.9583333333333333,0.999093792292346,1.5857152183236398,1.1412870944175515,1.3981094896064243,3,2,1,0,1,0,1,2,2,2,2,3,1,1,2,4,3,5,1,4,0,0
185,Sampdoria-Sassuolo,1,0,0,0,0,16,0,1,2,0,1,12,1.375,1.7083333333333333,1.625,1.75,1.1726039399558574,1.1970676733137326,1.1726039399558574,1.03209369308428,1,1,0,1,0,1,2,1,2,1,0,1,5,2,1,3,1,1,4,1,4,0
186,Venezia-Napoli,0,0,0,1,0,17,0,1,2,2,2,2,0.875,1.8333333333333333,1.875,0.6666666666666666,0.8501917942185291,1.1293194051465598,1.226961606004318,0.9168313422570846,1,1,0,1,1,3,2,3,1,2,0,1,1,2,4,1,1,0,0,1,0,2
187,Udinese-Torino,0,2,0,0,1,15,0,1,2,2,1,9,1.4166666666666667,1.5416666666666667,1.4166666666666667,1.125,1.4116492564331995,1.5597983890531346,1.348643978116591,0.8998792189486611,0,4,2,0,0,1,0,6,2,0,0,4,4,2,1,1,4,0,1,1,2,0
188,Juventus-Verona,2,1,2,2,1,5,1,2,0,2,2,10,1.5,0.875,1.7916666666666667,1.6666666666666667,0.9780192938436516,0.9469631093315,1.3180739131701644,0.9630868246861536,2,1,4,2,0,0,1,3,0,0,1,2,1,4,2,1,1,2,2,1,2,0
189,Salernitana-Spezia,2,2,2,0,0,19,2,0,2,2,2,14,0.7916666666666666,2.208333333333333,1.0833333333333333,1.8333333333333333,0.883627241233132,1.4135729219948654,0.7755316082290385,1.522773975253762,1,2,2,0,1,0,1,1,3,4,1,1,1,2,1,0,2,0,1,0,2,2
190,Lazio-Bologna,1,0,2,1,2,6,2,0,0,0,1,11,2.08,1.56,1.24,1.64,1.5253414918196735,1.2935738607954836,1.011599393699568,1.5779733838059502,3,1,3,0,3,3,2,0,0,0,2,1,0,1,0,1,2,2,2,0,3,0
191,Napoli-Inter,1,2,2,2,2,2,0,2,1,2,0,1,1.84,0.68,2.24,0.88,1.2138094304022082,0.8999999999999998,1.392838827718412,0.8812869377601523,1,1,2,4,2,1,0,0,1,0,1,2,0,2,1,2,1,0,1,2,1,1
192,Torino-Venezia,1,2,2,1,0,9,0,0,1,0,0,18,1.4,1.16,0.92,1.8,1.3228756555322951,0.8981462390204987,0.8621678104251707,1.118033988749895,4,4,2,1,0,4,0,1,1,2,1,0,1,1,0,2,3,1,2,2,1,2
193,Milan-Sampdoria,2,2,0,1,2,3,0,0,0,0,2,16,2.0,1.04,1.32,1.68,1.1902380714238083,1.05987420637231,1.1803954139750514,1.1803954139750514,3,3,1,0,2,1,0,2,0,1,1,0,1,0,4,2,1,2,1,0,1,0
194,Empoli-Cagliari,1,0,1,0,1,12,2,2,0,1,2,17,1.52,1.92,1.0,1.84,1.1224972160321822,1.382027496108525,0.9128709291752768,1.0677078252031311,3,1,1,2,0,3,5,1,4,0,2,2,0,1,2,1,1,1,1,1,1,1
195,Genoa-Salernitana,1,0,0,1,1,20,2,2,0,0,1,19,0.84,1.84,0.8,2.16,0.9865765724632498,1.4341083176199303,0.8660254037844386,1.4047538337136982,1,0,0,0,0,1,1,6,0,0,2,2,0,1,2,1,1,3,4,2,1,1
196,Verona-Udinese,2,0,2,2,0,10,2,0,0,1,2,14,1.88,1.6,1.36,1.64,1.3638181696985854,1.0,1.4106735979665883,1.6041612554021287,2,1,4,2,0,1,2,2,1,2,4,2,0,0,2,0,6,2,0,0,4,0
197,Sassuolo-Roma,1,2,0,1,0,13,0,0,2,2,1,7,1.64,1.76,1.68,1.28,1.1503622617824931,1.011599393699568,1.2489995996796797,1.2754084313139329,1,5,2,1,0,1,1,4,1,4,1,3,1,4,0,3,4,0,2,0,2,2
198,Atalanta-Juventus,1,2,1,1,0,5,1,2,2,1,2,4,2.0,1.32,1.48,0.88,1.6072751268321592,1.1803954139750517,0.9626352718795766,0.9273618495495703,4,6,0,0,1,4,2,0,0,2,1,4,2,0,2,1,3,0,0,0,1,1
199,Spezia-Fiorentina,0,2,2,2,1,15,0,0,2,1,0,8,1.08,1.84,1.72,1.52,0.7593857166596343,1.4910846164230025,1.5416441439796236,1.2288205727444508,1,1,2,1,2,2,0,1,0,2,0,0,6,1,0,4,4,0,1,3,1,2
200,Juventus-Torino,2,2,1,2,1,4,2,2,1,0,0,10,1.4615384615384617,0.8846153846153846,1.3846153846153846,1.1538461538461535,0.9478721108153454,0.9089300556994724,1.2985198674467195,0.8805592628464114,4,2,0,2,1,3,0,0,0,1,4,2,1,0,1,0,1,1,2,2,1,1
201,Sampdoria-Empoli,0,0,0,2,0,16,0,1,0,1,1,11,1.3461538461538465,1.6153846153846154,1.4615384615384617,1.9230769230769231,1.1642098674142114,1.2025613689761725,1.1395005653625356,1.3541957590563316,0,1,0,4,0,1,2,1,0,1,1,1,2,0,1,5,1,4,0,1,2,0
202,Roma-Verona,0,2,2,1,1,7,0,2,2,0,2,9,1.6923076923076923,1.3076923076923077,1.8846153846153848,1.6153846153846154,1.2253727847224538,1.2575923272422036,1.3364706678987932,0.9829312519977406,3,1,4,0,2,4,0,2,0,2,1,4,2,0,4,2,2,1,2,0,2,2
203,Salernitana-Milan,2,0,0,1,1,19,2,0,1,2,2,1,0.8461538461538461,2.1538461538461537,2.0,1.0769230769230769,0.8805592628464114,1.3767296813044367,1.1661903789690602,1.055389100685692,2,0,1,2,1,1,3,4,2,1,3,1,0,2,1,0,2,0,1,0,2,2
204,Fiorentina-Atalanta,0,2,1,0,2,8,2,1,1,0,1,5,1.6923076923076923,1.4615384615384617,1.9230769230769231,1.3076923076923077,1.5170822197687446,1.2403473458920844,1.6229128608296115,1.1582480138288438,0,6,1,0,2,4,0,1,3,1,6,0,0,1,1,2,0,0,2,1,1,0
205,Venezia-Genoa,0,1,0,0,2,18,0,0,1,1,1,20,0.9230769230769232,1.7692307692307692,0.8461538461538461,1.807692307692308,0.8448941672459066,1.106623415898735,0.967152839723182,1.4147573861049327,0,1,1,0,2,3,1,2,2,1,0,0,0,0,1,1,6,0,0,1,1,1
206,Inter-Sassuolo,2,1,2,0,1,2,2,0,1,0,1,13,2.1538461538461537,0.9230769230769232,1.6538461538461535,1.6923076923076923,1.4336612624272915,0.8909804452658623,1.1293292767765368,1.0495420246652638,2,0,2,1,1,1,0,1,2,1,5,2,1,0,2,1,4,1,4,2,0,2
207,Udinese-Lazio,0,0,1,2,0,14,0,2,1,2,2,6,1.3461538461538465,1.6153846153846154,2.0384615384615383,1.5384615384615383,1.3839742105200574,1.5767542123469485,1.5094573655660295,1.2721876978109554,2,0,0,2,0,6,2,0,0,4,1,3,0,3,3,2,0,0,0,0,1,1
208,Cagliari-Napoli,2,0,1,2,1,17,2,2,2,2,1,3,1.0,1.807692307692308,1.807692307692308,0.6923076923076923,0.8944271909999159,1.0590271297461935,1.2006408545183118,0.8840466399113008,2,0,1,2,1,1,1,1,1,1,1,2,4,2,1,0,0,1,0,1,1,1
209,Bologna-Spezia,0,0,0,1,0,12,2,2,2,1,0,15,1.2692307692307692,1.6153846153846154,1.0769230769230769,1.8461538461538465,1.0023050357128735,1.5511782122483042,0.7442084075352509,1.4612955263685083,1,0,1,0,0,2,2,2,0,3,1,2,1,2,1,0,1,0,2,2,2,1
210,Milan-Udinese,0,1,2,2,1,1,0,1,2,0,1,14,1.962962962962963,1.0740740740740742,1.3333333333333333,1.5925925925925926,1.1596246568305386,1.0350000344082464,1.358732440973515,1.550663859306202,1,0,2,1,2,2,0,1,0,2,0,0,2,0,1,2,0,0,4,1,1,1
211,Genoa-Inter,0,1,1,1,1,20,1,2,0,1,0,2,0.8148148148148148,1.7407407407407407,2.074074074074074,0.8888888888888888,0.962250448649376,1.4302391567790491,1.46565621758588,0.8915558282417285,0,0,0,1,1,6,0,0,1,1,0,2,1,1,0,0,1,2,1,2,0,0
212,Salernitana-Bologna,0,0,1,1,1,19,0,0,1,0,2,11,0.8518518518518519,2.111111111111111,1.2592592592592593,1.5925925925925926,0.8639668665167353,1.3681355458414464,0.9842057552468229,1.525658981435671,0,1,2,1,2,3,4,2,1,2,0,1,0,0,2,2,2,0,3,1,1,1
213,Empoli-Juventus,1,0,1,1,0,13,2,1,2,1,1,4,1.4814814814814814,1.962962962962963,1.5185185185185186,0.925925925925926,1.1221672153735642,1.3439746300685167,0.9754829324836758,0.9167637866189092,1,2,0,1,0,1,4,0,1,2,2,0,2,1,1,0,0,0,1,1,2,3
214,Sassuolo-Fiorentina,0,1,0,1,2,12,2,1,0,2,2,7,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.4814814814814814,1.109400392450458,1.0377490433255414,1.4935759876113537,1.2206672314879636,2,1,0,2,2,4,1,4,2,0,6,1,0,2,1,0,1,3,1,0,2,1
215,Torino-Cagliari,2,1,0,0,1,10,0,1,2,1,1,17,1.3703703703703705,1.1851851851851851,1.037037037037037,1.7777777777777777,1.275453106460848,0.8786806997310068,0.8979241650984822,1.0500305245868342,2,1,0,1,1,1,1,2,2,1,0,1,2,1,1,1,1,1,1,1,1,2
216,Verona-Venezia,2,2,0,2,1,9,1,0,0,2,1,18,1.9259259259259256,1.5925925925925926,0.925925925925926,1.8148148148148149,1.3279807090213185,0.9710921393049906,0.8286191444865889,1.110683678469362,4,2,0,4,2,2,1,2,0,2,1,1,0,2,1,1,2,2,1,1,3,1
217,Spezia-Roma,2,2,1,0,0,16,2,2,1,1,1,8,1.037037037037037,1.8148148148148149,1.6666666666666667,1.2592592592592593,0.7586162241203225,1.4421414908988923,1.2089410496539776,1.2585887271247838,2,1,2,1,1,1,0,2,2,2,1,4,0,2,2,0,2,0,2,2,0,1
218,Lazio-Napoli,2,1,2,2,1,6,2,2,2,1,1,3,2.0,1.5555555555555556,1.8148148148148149,0.7037037037037037,1.4935759876113537,1.2506408613597129,1.177906782162488,0.8688991627258915,3,0,3,3,1,0,0,0,0,1,2,4,2,1,1,0,1,0,1,1,1,2
219,Atalanta-Sampdoria,1,1,0,1,0,5,0,0,2,0,2,15,2.0,1.2592592592592593,1.2962962962962965,1.7037037037037035,1.640825308284734,1.1633040674201878,1.1706281947614157,1.265361450787719,0,0,1,1,0,0,0,2,1,1,1,0,4,0,2,2,1,0,1,0,4,0
220,Inter-Salernitana,2,0,1,0,1,3,0,1,1,1,1,19,2.1785714285714284,0.8571428571428571,0.8214285714285714,2.2142857142857144,1.540888907202146,0.8908708063747479,0.8629652337776966,1.449320220147742,2,1,1,0,0,1,2,1,2,0,1,2,1,2,1,4,2,1,2,1,5,0
221,Udinese-Sampdoria,1,2,0,1,1,14,0,2,0,2,0,15,1.3571428571428572,1.5714285714285714,1.2857142857142858,1.7142857142857142,1.339272486707165,1.525792360723545,1.1501092655705902,1.2429696476477394,0,2,0,1,1,0,0,4,1,1,0,4,0,2,0,1,0,1,0,4,2,1
222,Roma-Atalanta,2,1,1,1,2,6,1,0,1,0,2,5,1.6428571428571428,1.2142857142857142,1.9285714285714288,1.25,1.1930131697849873,1.2577800213115893,1.6539195069439552,1.1426091000668408,4,0,2,2,1,2,0,2,2,0,0,1,1,0,4,0,2,1,1,0,1,0
223,Cagliari-Lazio,1,2,1,1,2,17,1,2,2,1,0,7,1.0,1.8214285714285716,2.0357142857142856,1.5,0.90267093384844,1.0559731838826991,1.4777897123279868,1.2619796324000607,1,2,1,1,2,1,1,1,1,1,0,3,3,1,1,0,0,0,1,2,0,3
224,Genoa-Empoli,1,1,1,1,1,20,0,1,1,0,0,13,0.7857142857142857,1.6785714285714286,1.4285714285714286,1.8928571428571428,0.956736074026644,1.441541649777185,1.1362241376617956,1.370030702934838,0,0,1,1,0,0,0,1,1,0,2,0,1,0,2,4,0,1,2,3,0,0
225,Bologna-Torino,0,1,0,2,1,11,1,0,0,1,0,12,1.2142857142857142,1.5357142857142858,1.3214285714285714,1.1428571428571428,0.994694922786876,1.5270921982678656,1.2781227967601092,0.8908708063747479,1,0,0,2,1,2,0,3,1,1,1,0,1,1,1,1,2,2,1,2,0,0
226,Fiorentina-Verona,1,0,2,2,0,8,2,0,2,1,2,9,1.6428571428571428,1.4642857142857142,1.8928571428571428,1.5714285714285714,1.4710612373457346,1.201300001299298,1.3148520748875057,0.959497222838566,1,0,2,1,1,1,3,1,0,2,2,0,4,2,3,1,2,0,2,1,1,1
227,Venezia-Sassuolo,0,0,2,1,0,18,1,0,1,2,2,10,0.9285714285714286,1.8928571428571428,1.75,1.6428571428571428,0.8132500607904442,1.1655323283657166,1.174576361770332,1.0261140545329517,1,0,2,1,1,2,2,1,1,3,1,0,2,2,2,1,4,2,0,1,1,4
228,Juventus-Spezia,1,2,1,1,2,4,2,1,0,0,0,16,1.5,0.8928571428571429,1.0,1.7857142857142858,0.9622504486493764,0.9164862737363229,0.769800358919501,1.423536099456219,0,2,1,1,3,0,0,1,1,2,1,2,1,1,0,0,2,2,2,1,1,0
229,Napoli-Milan,2,2,1,1,2,1,1,2,2,1,1,2,1.75,0.7142857142857143,1.9285714285714288,1.0357142857142858,1.2056963563450391,0.8544932592822075,1.1524071884721685,1.0357370915204895,4,2,1,1,2,1,0,1,1,1,0,2,1,2,1,0,1,0,2,1,0,1
230,Salernitana-Sassuolo,1,1,1,1,0,19,0,1,2,2,2,10,0.8620689655172413,2.206896551724138,1.7586206896551724,1.6551724137931034,0.8752198879234571,1.4237603717125695,1.1543449723851773,1.0098041560112223,2,1,2,1,0,2,1,2,1,5,0,2,2,2,4,4,2,0,1,1,2,2
231,Spezia-Cagliari,1,0,0,0,0,16,2,1,1,2,0,17,1.0344827586206895,1.7241379310344829,0.9655172413793104,1.827586206896552,0.7784030640030015,1.4366765150398315,0.9056473068115288,1.0374751465953076,2,1,1,0,0,2,2,2,1,1,2,1,1,2,0,1,1,1,1,3,2,0
232,Sampdoria-Juventus,2,0,2,0,0,15,2,1,1,2,2,4,1.2758620689655171,1.7586206896551724,1.5517241379310345,0.896551724137931,1.1306304096178863,1.2437033527158516,0.985110831203116,0.9001915504970079,4,0,2,0,1,0,1,0,4,2,2,1,1,3,1,0,1,1,2,0,1,3
233,Milan-Empoli,2,2,1,1,2,1,1,1,0,0,1,14,1.896551724137931,1.0,1.3793103448275863,1.862068965517241,1.144702942944678,1.035098339013531,1.146852621726345,1.3555214582017212,2,1,2,1,1,1,0,2,1,0,0,1,0,2,0,0,1,2,3,0,1,0
234,Fiorentina-Bologna,0,2,2,0,1,8,1,0,2,1,1,11,1.6206896551724137,1.4137931034482758,1.1724137931034482,1.5172413793103448,1.449477568531116,1.2105854952787558,1.0024600283175304,1.5028708160235102,0,2,1,1,1,3,1,0,2,1,0,0,2,1,0,0,3,1,1,0,1,0
