,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,media gol_fatti h,media gol_subiti h,media gol_fatti a,media gol_subiti a,varianza gol_fatti h,varianza gol_subiti h,varianza gol_fatti a,varianza gol_subiti a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs
235,Verona-Napoli,0,2,1,2,1,9,2,1,1,2,0,3,1.862068965517241,1.5862068965517242,1.7586206896551724,0.7241379310344828,1.3017608385522197,0.9455626208510668,1.1848801149059374,0.8407714027749386,0,4,2,3,1,2,0,2,1,1,2,1,1,2,0,0,1,1,1,1,1,2
236,Atalanta-Genoa,0,1,0,2,0,5,1,1,1,1,1,20,1.862068965517241,1.206896551724138,0.7586206896551724,1.6206896551724137,1.6631325419871832,1.1457782864819,0.950758058971633,1.4494775685311163,1,1,0,4,0,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
237,Udinese-Roma,2,0,1,1,2,13,1,1,1,2,2,6,1.3448275862068966,1.5517241379310345,1.6206896551724137,1.206896551724138,1.3168105967766404,1.5020511427604522,1.1775820597262692,1.2357562850575,2,0,1,1,2,0,4,1,1,1,0,2,2,1,1,0,2,2,0,0,1,1
238,Torino-Inter,0,0,1,0,1,12,0,1,0,1,2,2,1.3103448275862069,1.137931034482759,2.1379310344827585,0.8620689655172413,1.256510140822647,0.8752198879234568,1.5288683473881328,0.8752198879234571,0,1,1,1,0,2,2,1,2,0,1,1,0,0,5,2,1,2,0,0,1,1
239,Lazio-Venezia,2,2,1,0,2,7,0,2,1,0,0,18,2.0,1.4482758620689655,0.896551724137931,1.862068965517241,1.4638501094227998,1.2701576644695878,0.8169991950602302,1.156476728535996,3,3,1,1,3,0,0,1,2,0,0,2,1,1,1,2,1,1,3,4,1,0
240,Sassuolo-Spezia,1,2,2,2,1,10,0,0,0,0,2,15,1.8333333333333333,1.6333333333333333,1.0333333333333334,1.8,1.2058287558794354,0.99942512211403,0.7648904962570576,1.4715696522350925,2,2,2,4,2,2,0,1,1,2,1,1,0,0,2,2,2,1,1,0,4,1
241,Genoa-Torino,1,1,1,1,1,20,0,1,0,1,1,11,0.7666666666666667,1.5666666666666669,1.2666666666666666,1.1333333333333333,0.9352607356658148,1.454679330307195,1.2576204496597128,0.8603661343041525,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,2,1,2,0,1,1,0
242,Napoli-Udinese,1,1,2,0,2,2,0,1,1,2,1,13,1.7666666666666666,0.7333333333333333,1.3333333333333333,1.5666666666666669,1.1651056880677462,0.8276819867946673,1.295438504731209,1.4781939897267773,1,1,2,0,2,1,1,1,1,1,0,1,1,2,1,4,1,1,1,1,2,1
243,Inter-Fiorentina,1,0,1,2,1,3,2,2,0,1,2,8,2.1,0.8666666666666667,1.6,1.4,1.51657508881031,0.8603661343041525,1.4287684593190135,1.191926866536875,1,0,0,5,1,1,2,0,0,1,2,1,1,1,1,1,0,2,1,0,1,1
244,Cagliari-Milan,1,1,2,0,0,17,2,1,1,2,2,1,0.9333333333333332,1.8,1.8666666666666667,0.9666666666666668,0.9071871393197364,1.0305673027596216,1.1366415543118706,1.0333518722845685,1,1,2,0,0,1,1,1,3,2,1,2,1,1,1,0,2,1,0,0,0,1
245,Venezia-Sampdoria,2,1,0,0,0,18,0,2,0,0,0,16,0.8666666666666667,1.8666666666666667,1.3,1.7,0.8193072487266859,1.1366415543118709,1.118804780974337,1.2635472781569872,2,1,1,1,0,1,1,3,4,1,0,2,0,1,1,1,0,4,2,3,0,2
246,Empoli-Verona,1,0,0,1,0,14,2,1,2,1,0,9,1.3666666666666667,1.8333333333333333,1.8333333333333333,1.5666666666666669,1.1290317283753193,1.3412123525798008,1.2887666740841357,0.9352607356658148,1,0,2,0,0,1,2,3,0,1,4,2,3,1,1,0,2,1,1,2,1,1
247,Juventus-Salernitana,1,1,2,2,2,4,1,1,1,0,1,19,1.5666666666666669,0.8666666666666667,0.8333333333333334,2.2,0.9714309861845772,0.8995528902176071,0.8742813140471172,1.3995073024658258,1,1,3,1,3,1,1,2,0,1,1,2,1,0,2,1,2,1,5,2,2,0
248,Roma-Lazio,1,1,2,2,1,7,2,1,0,2,2,6,1.6666666666666667,1.1666666666666667,1.9333333333333331,1.5,1.1841869998335195,1.2340942045675147,1.4840144374549438,1.2798167972341818,2,2,1,1,1,2,2,0,0,1,3,1,1,3,1,0,1,2,0,0,3,0
249,Bologna-Atalanta,0,2,1,1,0,12,1,0,2,0,1,5,1.1333333333333333,1.5,1.8333333333333333,1.1666666666666667,1.0080138659874616,1.4797483476638158,1.6417680405132071,1.1472105098991157,0,2,1,0,0,3,1,1,0,1,1,0,4,0,0,1,1,0,1,0,0,1
250,Spezia-Venezia,0,0,0,2,0,16,1,0,0,0,0,19,1.032258064516129,1.7419354838709675,0.8387096774193549,1.8387096774193548,0.7520581080272073,1.4825145740820196,0.8204378584450456,1.1283254315887294,1,0,0,2,1,2,1,1,0,4,1,1,1,0,0,1,3,4,1,2,1,0
251,Lazio-Sassuolo,1,0,2,2,0,7,2,2,2,1,2,9,1.935483870967742,1.4838709677419355,1.8064516129032255,1.6451612903225807,1.45912037134176,1.2615061828870937,1.1949715432793,0.9848311901632072,1,1,3,1,0,1,2,0,0,3,2,2,4,2,4,0,1,1,2,1,2,1
252,Salernitana-Torino,1,1,0,1,0,20,1,0,1,1,0,11,0.8064516129032258,2.161290322580645,1.2580645161290325,1.096774193548387,0.8725195256156996,1.3927616257768445,1.2374097121402134,0.870051290046643,2,1,0,2,0,2,1,5,2,2,1,1,0,1,0,1,2,0,1,1,0,1
253,Fiorentina-Empoli,2,0,1,2,1,8,0,0,1,0,1,14,1.5806451612903225,1.3548387096774193,1.3225806451612905,1.8064516129032255,1.408881200300132,1.198565450772275,1.1368698774616073,1.3271361356622933,1,1,1,1,1,0,2,1,0,1,0,2,0,0,1,2,3,0,1,1,1,0
254,Atalanta-Napoli,0,2,0,1,2,5,1,2,0,2,2,2,1.8064516129032255,1.2258064516129032,1.8064516129032255,0.7419354838709677,1.6210974644503369,1.175008579241157,1.1667434690542071,0.8151785872017602,0,4,0,0,1,1,0,1,0,0,1,2,0,2,2,1,1,1,1,1,1,3
255,Udinese-Cagliari,1,1,2,1,0,13,1,2,0,0,0,17,1.4516129032258065,1.5483870967741935,0.935483870967742,1.903225806451613,1.433845869853041,1.4569079055181526,0.8920195764282207,1.1648988141945322,1,1,2,1,1,1,1,1,1,2,1,2,0,0,0,1,1,3,2,1,5,1
256,Sampdoria-Roma,2,0,0,0,2,15,1,2,2,1,2,6,1.2580645161290325,1.6774193548387095,1.6451612903225807,1.1290322580645162,1.1245070604634986,1.248655190573537,1.1704240569632356,1.2313119150962786,2,0,1,1,2,0,4,2,3,0,2,1,1,1,3,2,0,0,1,0,0,1
257,Juventus-Inter,1,2,2,2,2,4,0,1,2,1,1,3,1.5161290322580645,0.8709677419354839,2.064516129032258,0.8387096774193549,0.9956896351084336,0.884757423774862,1.5041162160544146,0.86010752016045,1,3,1,3,2,1,2,0,1,0,0,0,5,1,1,2,0,0,1,1,0,1
258,Verona-Genoa,1,2,1,0,1,10,1,1,1,1,2,18,1.8064516129032255,1.5161290322580645,0.7419354838709677,1.5483870967741935,1.2759141778533978,0.9616294415187686,0.9297935948543944,1.433845869853041,2,3,1,1,1,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0
259,Milan-Bologna,1,1,2,2,2,1,2,1,1,0,0,12,1.8064516129032255,0.935483870967742,1.096774193548387,1.4516129032258065,1.166743469054207,1.030711206593704,1.0117588220413472,1.4796105270739175,2,1,1,1,1,2,1,0,0,0,2,1,0,0,0,1,1,0,1,1,0,0
260,Empoli-Spezia,0,1,0,1,0,14,0,0,2,0,2,15,1.28125,1.75,1.0,1.6875,1.1425600852415143,1.344043010064494,0.762000762001143,1.490561704039248,2,0,0,1,0,3,0,1,1,1,0,0,2,1,1,1,1,0,4,0,0,0
261,Inter-Verona,1,2,1,1,2,3,2,1,0,1,2,9,2.0625,0.8125,1.75,1.53125,1.4797013648139472,0.8590129369261278,1.2951522516054663,0.9498514315067824,0,5,1,1,1,0,0,1,1,0,3,1,1,1,1,1,1,2,1,0,2,0
262,Cagliari-Juventus,2,0,0,0,0,17,2,2,2,2,0,4,0.9375,1.90625,1.53125,0.875,0.87758833761769,1.1460837947184006,0.9832262562440762,0.8706690049203728,2,0,0,0,1,1,3,2,1,5,3,1,3,2,0,2,0,1,0,1,1,2
263,Genoa-Lazio,1,1,1,2,0,18,0,2,2,0,2,7,0.75,1.625,2.0,1.46875,0.915810939779251,1.4756081305138942,1.481063262354709,1.2439369084716734,0,0,0,1,0,0,0,0,0,1,1,3,1,0,2,2,0,0,3,1,1,4
264,Napoli-Fiorentina,2,0,2,2,2,2,0,1,2,1,2,8,1.8125,0.8125,1.625,1.375,1.1482806221027917,0.895778630487862,1.408499544814245,1.1845783243211965,2,0,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,0,1,0,2,3
265,Sassuolo-Atalanta,2,2,1,2,0,10,2,0,1,2,0,6,1.8125,1.625,1.78125,1.25,1.1760376338064324,0.9755064854862864,1.6010958948533125,1.1639753904947558,2,4,2,4,1,1,1,2,1,2,4,0,0,1,1,0,1,0,0,3,2,1
266,Venezia-Udinese,0,0,0,0,0,19,1,2,1,0,2,13,0.84375,1.84375,1.46875,1.53125,0.8075999888159261,1.1103435969220548,1.413857112824302,1.4364915817769797,1,1,0,0,0,3,4,1,2,1,1,2,1,1,5,1,1,1,2,1,1,2
267,Roma-Salernitana,2,2,1,2,2,5,1,0,1,0,0,20,1.65625,1.125,0.8125,2.15625,1.1530989102302514,1.211503997304124,0.8590129369261278,1.370410228197523,1,1,1,3,1,0,0,1,0,0,1,0,2,0,0,1,5,2,2,1,2,1
268,Torino-Milan,0,1,1,0,2,11,1,2,2,2,1,1,1.21875,1.0625,1.75,0.90625,1.2374368670764582,0.87758833761769,1.1913667943625412,1.0273478224959145,1,0,1,0,1,2,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
269,Bologna-Sampdoria,1,1,0,0,1,12,0,0,0,2,0,16,1.125,1.40625,1.21875,1.6875,1.008032257548371,1.4779972281610048,1.1283552117444966,1.2296734420949118,1,0,0,0,0,1,0,1,1,0,0,1,1,2,0,4,2,3,0,1,2,0
270,Spezia-Inter,0,2,0,2,1,15,2,1,1,2,2,2,1.0,1.7272727272727273,2.090909090909091,0.8181818181818182,0.75,1.48477117918737,1.465512631377592,0.8461141122266489,0,2,1,1,0,1,0,4,0,0,5,1,1,1,2,0,1,1,0,0,1,3
271,Milan-Genoa,2,2,2,1,1,1,1,1,2,0,0,18,1.7575757575757576,0.8787878787878788,0.7272727272727273,1.6363636363636365,1.1734112405265,1.023400451850831,0.9107938595233576,1.4538350537926792,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,2,0
272,Cagliari-Sassuolo,0,0,0,0,0,17,2,1,2,0,2,9,0.9393939393939394,1.8484848484848484,1.7575757575757576,1.606060606060606,0.8638357026727487,1.1758298165873144,1.199747448171464,0.966287804544858,0,0,0,1,1,3,2,1,5,2,4,2,4,1,2,1,2,1,2,1,1,0
273,Sampdoria-Salernitana,0,0,2,0,0,16,0,1,0,0,0,20,1.2121212121212122,1.696969696969697,0.8484848484848485,2.121212121212121,1.1112373665641762,1.2115292114938998,0.8703882797784892,1.3637626204176752,1,1,2,0,0,2,3,0,1,2,0,2,0,0,1,5,2,2,1,2,1,2
274,Udinese-Empoli,2,1,0,2,2,13,1,0,1,0,1,14,1.5454545454545454,1.5151515151515151,1.2727272727272727,1.818181818181818,1.4596855203028556,1.416889465546186,1.1256311360945266,1.379640928252381,2,1,1,5,2,1,1,2,1,1,0,0,1,0,0,0,1,1,1,0,4,1
275,Fiorentina-Venezia,1,2,1,2,2,7,0,0,0,0,0,19,1.606060606060606,1.3333333333333333,0.8181818181818182,1.818181818181818,1.3905797788016774,1.1902380714238086,0.8083372383535788,1.1026826791552913,1,1,1,1,3,1,0,1,0,2,1,0,0,0,1,4,1,2,1,2,1,0
276,Juventus-Bologna,2,2,2,0,2,4,1,0,0,1,2,12,1.5151515151515151,0.8787878787878788,1.121212121212121,1.393939393939394,0.9721500694726908,0.8572330399888265,0.9923953268977468,1.4564381625088385,1,3,2,0,2,0,1,0,1,1,0,0,0,0,2,0,1,1,0,0,1,1
277,Lazio-Torino,2,2,0,2,2,6,1,1,0,2,1,11,1.9696969696969695,1.4545454545454546,1.2121212121212122,1.0606060606060606,1.4680950344930097,1.2270622715175536,1.2185435916898848,0.8638357026727488,3,1,0,2,4,0,0,3,1,1,0,1,0,1,0,0,1,1,0,0,1,1
278,Napoli-Roma,0,2,2,2,0,3,2,1,2,2,2,5,1.7878787878787878,0.8181818181818182,1.6363636363636365,1.121212121212121,1.1390120652778375,0.8822749519900757,1.1406736446663277,1.1926225240403956,0,2,2,3,2,1,1,1,1,3,1,1,3,1,2,0,1,0,0,1,1,1
279,Atalanta-Verona,0,1,2,0,0,8,1,0,1,2,0,10,1.7575757575757576,1.2727272727272727,1.7575757575757576,1.5151515151515151,1.5817376329195496,1.1530591721787111,1.2754975262202353,0.9394550322265336,0,0,1,1,1,1,0,0,3,2,1,1,1,1,0,1,2,1,0,2,1,2
280,Torino-Spezia,1,0,2,1,1,12,2,0,2,1,0,15,1.2352941176470589,1.0588235294117647,1.0,1.7352941176470589,1.207522470571064,0.8507100944999625,0.7385489458759964,1.4628495133650037,1,0,1,0,1,1,1,0,0,1,2,1,1,0,1,0,4,0,0,3,2,1
281,Venezia-Atalanta,0,0,0,0,0,20,1,2,0,0,0,8,0.8235294117647058,1.8529411764705883,1.7941176470588236,1.2647058823529411,0.7966059911708803,1.1046006529490846,1.5720939860235028,1.1364171110412673,0,0,0,1,0,1,2,1,2,1,0,1,1,1,1,0,0,3,2,2,1,3
282,Inter-Roma,1,1,2,2,2,2,1,2,2,2,1,5,2.117647058823529,0.8235294117647058,1.6176470588235294,1.1764705882352942,1.4515343163899892,0.8337788470424284,1.128547091761979,1.2178119533221003,1,1,1,2,3,1,1,0,0,1,1,3,1,2,1,1,0,0,1,1,3,1
283,Verona-Sampdoria,0,1,2,0,2,9,0,2,0,0,0,16,1.7352941176470589,1.5,1.2058823529411764,1.6764705882352942,1.2627248921668106,0.9293203772845852,1.0948754395656122,1.199004340358968,1,1,1,0,2,2,1,0,2,1,1,2,0,0,1,3,0,1,2,2,1,1
284,Salernitana-Fiorentina,1,0,0,0,2,18,2,1,2,2,2,7,0.8823529411764706,2.088235294117647,1.588235294117647,1.3529411764705883,0.879555875612471,1.3566368187951103,1.373287298261024,1.1776286635277735,2,0,0,1,2,2,2,1,2,1,1,1,1,3,1,0,1,0,2,0,2,1
285,Bologna-Udinese,0,0,1,2,1,13,1,0,2,2,2,11,1.1470588235294117,1.411764705882353,1.5588235294117647,1.5294117647058822,0.988796419932486,1.4379625118142836,1.4395112064061832,1.3977318015085394,0,0,0,2,1,1,1,0,0,1,1,1,5,2,4,1,2,1,1,1,2,2
286,Empoli-Napoli,0,1,0,1,0,14,2,2,2,0,1,3,1.3235294117647058,1.8235294117647056,1.7941176470588236,0.8823529411764706,1.147344450018181,1.3589342578986492,1.122211338728162,0.9459548929714048,0,1,0,0,1,1,1,1,0,4,2,2,3,2,1,1,1,1,3,1,3,2
287,Genoa-Cagliari,1,2,0,0,0,19,0,0,0,0,2,17,0.7352941176470589,1.588235294117647,0.9117647058823528,1.8235294117647056,0.8981065445808171,1.4588839042190112,0.8657680793384714,1.1669849323971873,0,1,0,1,0,0,0,1,4,2,0,0,1,1,1,2,1,5,2,0,1,0
288,Lazio-Milan,2,0,2,2,1,6,2,2,1,1,2,1,1.9411764705882355,1.4705882352941178,1.7647058823529411,0.8823529411764706,1.4552137502179976,1.2119429458930078,1.1562432251572006,1.007989474522757,1,0,2,4,1,0,3,1,1,1,1,1,0,0,2,0,0,0,0,0,1,2
289,Sassuolo-Juventus,1,2,0,2,0,10,2,2,0,2,1,4,1.7352941176470589,1.6176470588235294,1.5294117647058822,0.8823529411764706,1.1885520482837515,0.953929858369082,0.9609116289468436,0.8444006618414981,2,4,1,2,0,2,1,2,1,1,3,2,0,2,1,1,0,1,1,1,1,2
290,Cagliari-Verona,0,0,0,2,0,17,1,2,0,2,1,9,0.9142857142857144,1.8285714285714283,1.7428571428571429,1.4857142857142858,0.8530715634909973,1.1500822038577296,1.2448212048052418,0.9194444797052757,0,1,1,1,0,1,5,2,0,1,1,1,0,2,1,1,0,2,1,1,1,2
291,Napoli-Sassuolo,2,2,0,1,0,3,2,0,2,0,0,10,1.9142857142857144,0.8857142857142857,1.7142857142857142,1.7428571428571429,1.3144318515757958,0.9321521136730904,1.1775205398840138,1.1966339344633528,2,3,2,1,2,1,1,3,1,3,4,1,2,0,1,1,2,1,1,2,6,1
292,Sampdoria-Genoa,2,0,0,0,1,16,2,0,0,0,2,19,1.2,1.6285714285714286,0.7142857142857143,1.5714285714285714,1.079215401276752,1.2147552231214485,0.8934871726729449,1.4407047761775624,2,0,0,1,1,0,1,2,2,1,1,0,1,0,1,0,1,4,2,0,1,0
293,Spezia-Lazio,0,2,1,0,0,15,0,2,2,1,0,6,1.0571428571428572,1.8,2.0,1.5142857142857142,0.8023075962444806,1.4911503652431253,1.475286612233465,1.2216533775134075,1,1,0,1,1,4,0,0,3,2,0,2,4,1,1,3,1,1,1,2,3,4
294,Juventus-Venezia,2,0,2,1,2,4,0,0,0,0,0,20,1.542857142857143,0.8857142857142857,0.8285714285714286,1.8571428571428568,0.9500110569900548,0.8321279798143528,0.7853704366024198,1.0885191544386497,2,0,2,1,2,0,1,1,1,1,0,0,1,0,1,2,1,2,1,3,2,1
295,Empoli-Torino,1,0,1,0,2,14,0,2,1,1,2,11,1.3142857142857145,1.8571428571428568,1.2857142857142858,1.0571428571428572,1.131667914587828,1.3534891108203435,1.2264590008117962,0.8381652631810513,1,0,0,1,3,1,1,0,4,2,0,1,0,1,2,1,0,0,1,1,1,3
296,Milan-Fiorentina,2,1,1,2,2,1,1,2,2,2,0,7,1.7428571428571429,0.8571428571428571,1.542857142857143,1.3428571428571427,1.146423008442222,1.0041928905068678,1.3793190379326172,1.1617141782438454,1,0,0,2,2,0,0,0,0,1,1,1,3,1,1,1,0,2,0,2,1,0
297,Udinese-Inter,0,2,2,2,1,12,1,2,2,2,2,2,1.542857142857143,1.542857142857143,2.1142857142857143,0.8285714285714286,1.4213261649694946,1.3793190379326177,1.4301671759834595,0.8219673059804994,1,5,2,4,2,2,1,1,1,2,1,1,2,3,3,1,0,0,1,1,1,2
298,Roma-Bologna,2,2,2,1,0,5,0,1,2,1,1,13,1.5714285714285714,1.1428571428571428,1.1142857142857143,1.3714285714285714,1.1449560558152,1.216137984210121,0.993254560446988,1.4366160051379375,3,1,2,1,1,0,0,1,1,3,0,0,2,1,2,1,0,0,1,2,0,0
299,Atalanta-Salernitana,2,0,0,0,2,8,0,0,0,2,2,18,1.7714285714285714,1.2571428571428571,0.8857142857142857,2.057142857142857,1.5546082216073205,1.1204740893362726,0.8667528507029444,1.3491360447437803,1,1,1,1,3,0,3,2,2,1,0,0,1,2,2,2,1,2,1,1,1,1
300,Inter-Empoli,2,2,2,2,2,2,0,1,0,2,0,14,2.1666666666666665,0.8611111111111112,1.3333333333333333,1.9166666666666667,1.4442002235542986,0.8333333333333335,1.1212238211627763,1.3809934312453689,1,2,3,3,2,0,0,1,1,1,0,0,1,3,1,1,0,4,2,3,4,2
301,Genoa-Juventus,0,0,0,2,0,19,0,2,1,2,2,4,0.75,1.5555555555555556,1.5277777777777777,0.9166666666666666,0.9063269671749656,1.4231643704775725,0.9407022031018292,0.8409178658720821,0,1,0,1,0,1,4,2,0,1,0,2,1,2,2,1,1,1,1,1,2,1
302,Torino-Napoli,2,1,1,2,2,10,2,0,1,0,2,3,1.25,1.0555555555555556,1.8888888888888888,0.8611111111111112,1.2276574673510756,0.8261595987094031,1.3044490413915375,0.930522979766226,1,0,1,2,3,0,0,1,1,1,3,2,1,2,6,1,3,1,3,1,0,1
303,Sassuolo-Udinese,0,2,0,0,0,11,2,2,2,1,0,12,1.6944444444444444,1.7222222222222223,1.5277777777777777,1.5277777777777777,1.1666666666666663,1.185895950895021,1.4037930476515836,1.3624790663893545,1,2,0,1,1,2,1,1,2,6,5,2,4,2,1,1,1,1,2,2,1,1
304,Lazio-Sampdoria,2,2,1,0,2,5,0,0,0,1,2,15,2.0,1.4722222222222223,1.1666666666666667,1.6388888888888888,1.4540583599999397,1.2302406526741276,1.0823255385643322,1.1988751341576769,2,4,1,1,4,1,1,1,2,3,0,0,1,1,1,1,2,2,1,0,2,0
305,Spezia-Atalanta,2,1,0,0,0,16,0,0,0,2,1,7,1.0555555555555556,1.8333333333333333,1.805555555555556,1.25,0.790820349635001,1.4832396974191326,1.545859805959952,1.105182596419511,1,0,1,1,3,0,0,3,2,4,1,1,1,3,1,3,2,2,1,1,1,3
306,Venezia-Bologna,0,0,0,0,0,20,1,2,1,1,1,13,0.9166666666666666,1.8888888888888888,1.1666666666666667,1.4444444444444444,0.9373214115613856,1.089633694092463,1.0281745265969475,1.4821691525684226,0,1,0,1,1,1,2,1,3,2,0,2,1,2,0,0,0,1,2,0,4,3
307,Salernitana-Cagliari,0,0,2,2,1,17,0,0,2,0,0,18,0.8888888888888888,2.0277777777777777,0.9166666666666666,1.805555555555556,0.8544932592822075,1.341344977701989,0.8409178658720821,1.1419142936176316,0,1,2,2,1,1,2,1,1,1,1,1,1,0,1,5,2,0,1,2,1,1
308,Verona-Milan,2,0,2,1,2,9,1,1,2,2,2,1,1.7222222222222223,1.5277777777777777,1.7777777777777777,0.8611111111111112,1.2331402680291164,0.9407022031018292,1.1491888098284455,0.9900296612519902,1,0,2,1,2,0,2,1,1,1,0,0,2,2,1,0,0,0,1,0,1,3
309,Fiorentina-Roma,2,2,2,0,0,8,2,2,1,0,1,6,1.5555555555555556,1.3055555555555556,1.5277777777777777,1.1666666666666667,1.3616050286218295,1.1666666666666667,1.1584746402332218,1.207121724244435,1,3,1,1,0,0,2,0,2,1,1,2,1,1,0,0,1,1,3,0,2,0
310,Empoli-Salernitana,1,0,2,0,0,14,0,2,2,1,1,17,1.3243243243243243,1.891891891891892,0.8918918918918919,2.0,1.10689892276812,1.3699915608779774,0.8427397048971943,1.3333333333333333,0,1,3,1,2,0,4,2,3,4,1,2,2,1,1,2,1,1,1,1,1,1
311,Verona-Torino,0,2,1,2,0,9,1,1,2,2,0,10,1.6756756756756757,1.5135135135135136,1.2432432432432432,1.027027027027027,1.2484224279299692,0.9315942613970248,1.2111841176992737,0.8328827610736662,0,2,1,2,1,2,1,1,1,3,0,1,2,3,0,0,1,1,1,1,0,1
312,Udinese-Spezia,2,2,1,0,1,12,1,0,0,0,0,16,1.5405405405405406,1.5675675675675675,1.108108108108108,1.837837837837838,1.3863339864267634,1.365050681609794,0.8427397048971943,1.4627507100116677,2,4,2,1,1,1,1,2,2,1,0,1,1,3,1,0,3,2,4,3,2,3
313,Roma-Venezia,2,1,0,1,0,7,0,0,0,0,2,20,1.5135135135135136,1.162162162162162,0.918918918918919,1.864864864864865,1.1455620071878747,1.1905534080491378,0.9243129093301437,1.0842857905901355,2,1,1,0,0,1,1,3,0,2,1,0,1,1,4,2,1,3,2,3,1,1
314,Bologna-Sassuolo,2,1,1,1,0,13,2,0,0,0,1,11,1.162162162162162,1.4864864864864864,1.7297297297297298,1.7027027027027026,1.0141639554473074,1.4836445670042413,1.1702005680093348,1.1753218203459772,2,1,2,0,3,0,1,2,0,4,2,0,1,1,1,1,1,2,6,1,1,3
315,Napoli-Genoa,0,1,0,2,2,3,0,0,2,0,2,19,1.9189189189189189,0.8378378378378378,0.7297297297297297,1.5945945945945943,1.2991103446927394,0.9283651554543944,0.9021162972775808,1.4232095859449254,2,1,2,6,1,3,1,3,1,0,1,0,1,0,2,4,2,0,1,1,3,0
316,Milan-Atalanta,1,2,2,2,2,1,0,0,2,1,2,6,1.7837837837837838,0.8378378378378378,1.7567567567567568,1.2702702702702702,1.133704231837072,0.986393923832144,1.5528719880954165,1.0966780305553236,0,2,2,1,3,0,0,1,0,1,1,1,3,1,3,2,2,1,1,1,2,0
317,Cagliari-Inter,0,2,0,0,1,18,2,2,2,2,2,2,0.918918918918919,1.837837837837838,2.189189189189189,0.8648648648648649,0.8292693697995167,1.1429375776070654,1.430575599731292,0.8219949365267861,1,1,0,1,1,2,0,1,2,1,2,3,3,2,4,0,1,1,1,2,1,3
318,Sampdoria-Fiorentina,0,0,1,2,0,15,2,2,0,0,2,8,1.2432432432432432,1.6216216216216215,1.5405405405405406,1.3783783783783785,1.1644122362187097,1.1867638385156536,1.34566370643293,1.23268792462631,0,1,1,1,0,2,2,1,0,2,3,1,1,0,2,2,0,2,1,0,4,1
319,Juventus-Lazio,2,1,2,2,0,4,2,1,0,2,2,5,1.5405405405405406,0.945945945945946,2.0,1.4864864864864864,0.9307880351435374,0.8480679331393326,1.4337208778404378,1.2161327966052795,2,1,2,2,1,1,1,1,1,2,4,1,1,4,2,1,1,2,3,0,2,2
320,Torino-Roma,1,2,2,0,2,10,1,0,1,0,1,6,1.2105263157894737,1.0789473684210529,1.5526315789473684,1.131578947368421,1.2116081503933416,0.8816930564565532,1.1554189229991287,1.1893912281494523,1,2,3,0,1,1,1,1,1,0,1,1,0,0,1,1,3,0,2,1,0,3
321,Genoa-Bologna,0,2,0,2,0,19,1,1,1,0,0,13,0.7105263157894737,1.5789473684210529,1.1578947368421053,1.4473684210526316,0.8976815403791093,1.4071550548913938,1.0007109848036473,1.48319174501793,0,1,0,2,0,2,0,1,1,3,1,2,0,3,1,1,2,0,4,3,0,1
322,Atalanta-Empoli,0,2,1,2,0,7,0,2,0,0,1,14,1.7105263157894737,1.263157894736842,1.3157894736842106,1.8421052631578947,1.5580288089631185,1.082644672969373,1.0931052509323758,1.3857638305373698,1,3,1,3,0,2,1,1,1,2,1,3,1,2,1,4,2,3,4,1,0,1
323,Fiorentina-Juventus,2,0,0,2,0,8,1,2,2,0,1,4,1.5526315789473684,1.3421052631578947,1.5,0.9736842105263158,1.3294454934508968,1.236304777202496,0.9515279320153484,0.8538257973242475,1,1,0,2,1,0,2,1,0,4,1,2,2,1,2,1,1,1,2,2,2,0
324,Lazio-Verona,1,0,2,2,1,5,2,1,2,0,0,9,2.026315789473684,1.5263157894736843,1.7105263157894737,1.5526315789473684,1.4234871932945812,1.224454475448825,1.2500355613718226,0.950031817989289,1,1,4,2,2,1,2,3,0,2,2,1,2,1,0,1,1,1,3,1,3,3
325,Spezia-Napoli,0,0,0,0,2,16,1,0,2,2,2,3,1.0789473684210529,1.868421052631579,1.947368421052632,0.8157894736842105,0.8504872672472201,1.4551131214794146,1.2933795751682118,0.9257652249777444,1,1,3,1,3,3,2,4,3,2,1,2,6,1,3,1,3,1,0,0,0,3
326,Inter-Sampdoria,2,2,2,2,2,2,0,1,2,0,2,15,2.210526315789474,0.8421052631578947,1.2105263157894737,1.6578947368421053,1.4172278753397822,0.8228597394345899,1.166141587454742,1.191780765923668,3,3,2,4,3,1,1,1,2,1,1,1,1,0,4,2,1,0,2,1,3,0
